exposure,source_algorithm,target_algorithm,method,method_role,scope_type,scope_level,n,mean_error_pred_minus_target,median_error_pred_minus_target,error_sd,error_p05,error_p95,mae,rmse,absolute_error_p50,absolute_error_p90,absolute_error_p95,target_iqr,mae_per_target_iqr,note
daily_steps,adept,scssl,monotone_spline,fullsample_robustness,age_group,40-59,2949,86.97714486370681,174.02356871181473,2746.9635919395837,-4335.101458790707,4091.8172737963646,1996.622038030462,2747.874675170508,1480.7003735416492,4269.552473202708,5474.482508163731,5813.0,0.3434753204938004,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,scssl,monotone_spline,fullsample_robustness,age_group,60+,2940,-388.0302445507062,-432.337180242484,2423.3226370324464,-4186.677085894166,3557.0183703896173,1795.8395055307158,2453.7853670148725,1361.3350936494828,3893.590260187015,4914.215513355467,5813.0,0.3089350603011725,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,scssl,monotone_spline,fullsample_robustness,sex,male,4161,26.63265110859223,67.38907453178035,2801.9225579043195,-4481.364153327087,4304.6183484095345,2036.5263360856045,2801.712434889093,1509.4111825119198,4393.691011179932,5752.925500326235,5813.0,0.3503399855643565,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,scssl,monotone_spline,fullsample_robustness,sex,female,4485,-55.99635307679951,-6.601681322605145,2345.241586720329,-3894.499406472631,3737.26134747892,1755.4666665031175,2345.6485982490153,1347.8686563073295,3803.744177158307,4752.34746384662,5813.0,0.3019897929645824,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,scssl,monotone_spline,fullsample_robustness,bmi_group,<25,2572,57.47681116769729,93.71891659018274,2655.130551600111,-4223.359218040697,4327.61276300166,1983.9147050333952,2655.236502058939,1546.8883973075735,4283.869833171205,5259.732609536246,5813.0,0.3412893007110605,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,scssl,monotone_spline,fullsample_robustness,bmi_group,25-<30,2741,-125.79278879841928,-82.11205038748994,2674.8333143009368,-4429.835790475497,4048.3990780536415,1967.8466785890528,2677.302153500959,1476.1708556985486,4214.704425529521,5468.018893775819,5813.0,0.338525146841399,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,scssl,monotone_spline,fullsample_robustness,bmi_group,>=30,3246,0.0442798715212272,31.90025715081356,2427.1027120810127,-4043.467059945498,3733.6720083491064,1758.87909242632,2426.7288231333064,1297.1567461860482,3883.876394993011,4812.37312330239,5813.0,0.3025768264968725,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,scssl,monotone_spline,fullsample_robustness,bmi_group,missing,87,649.4110462482564,174.80569401322646,2172.3303636187084,-3152.5039291130342,3481.6040428601095,1625.7032453374998,2255.3297576161776,1199.036872687392,3458.806935337995,4346.0656997542155,5813.0,0.2796668235571133,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,isotonic,headline,overall,all,8646,-3.5037563162631447,197.27332120811388,2485.790967354599,-4385.235203379401,3658.153677806464,1852.5200549193069,2485.6496788205704,1432.0668403496666,3975.8865577431434,4890.2517953987135,5559.857142857143,0.3331956212758588,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,isotonic,headline,age_group,20-39,2757,-269.8232597075778,21.09420753375889,2519.5764627068543,-4845.944965986392,3413.300496016629,1911.6394622065695,2533.528674372224,1472.9524761904768,4064.8857138468297,5162.394975373345,5559.857142857143,0.3438288814061508,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,isotonic,headline,age_group,40-59,2949,-59.20063755949238,217.9117391304335,2653.4006619111155,-4636.566912832932,3721.278150519846,1980.2062098286135,2653.6111917084827,1562.4318207282886,4122.445596200747,5089.008903364013,5559.857142857143,0.3561613471260899,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,isotonic,headline,age_group,60+,2940,302.10609866201486,310.8197315096251,2235.5515439301057,-3554.3460083924883,3847.317350098146,1669.0034982123248,2255.49526836552,1262.2443583313652,3709.85543856555,4580.394692715109,5559.857142857143,0.3001881982447204,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,isotonic,headline,sex,male,4161,291.5119038674274,541.2363790186155,2549.204054793122,-4356.934098297952,3973.542092178239,1933.6741894827253,2565.5133508082035,1525.0492414000291,4110.5957121310075,4952.547145011849,5559.857142857143,0.3477920636804408,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,isotonic,headline,sex,female,4485,-277.20724840641617,-51.28674484719341,2393.45473846041,-4391.081665597965,3321.9657089975303,1777.2285601771923,2409.189107999087,1353.15749559083,3827.60475204559,4827.655281385284,5559.857142857143,0.3196536375867917,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,isotonic,headline,bmi_group,<25,2572,-46.93320079131448,245.5943092621667,2623.2550911667095,-4671.525901513357,3760.009221079016,1955.1139227882024,2623.1649713789075,1542.1069748017562,4124.144881490395,5134.402549441391,5559.857142857143,0.3516482299010102,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,isotonic,headline,bmi_group,25-<30,2741,3.8493829801513617,222.99787292438668,2558.016564624054,-4616.298129251698,3761.776432022085,1917.1272931438,2557.552797875177,1466.4485911524407,4158.299377289377,5084.245393858477,5559.857142857143,0.3448159267197667,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,isotonic,headline,bmi_group,>=30,3246,21.709314887593703,160.7192792998096,2322.1199487299714,-3920.501572810056,3559.43142596099,1732.81221884438,2321.8637244678785,1343.0047379785256,3690.7248015873015,4496.6422118291775,5559.857142857143,0.311664881726423,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,isotonic,headline,bmi_group,missing,87,108.03586725431768,81.51587301587313,1841.1973607726084,-2276.6549007943577,3629.540094812927,1250.3564660351944,1833.7703956431603,723.8153632255808,3055.7487973805205,4318.983597259897,5559.857142857143,0.2248900347451466,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,quantile,fullsample_robustness,overall,all,8646,0.0213049741995815,8.134276797228722,2653.1142421311283,-4278.744084475369,4358.123891954307,1955.504805913984,2652.960807624861,1457.209255450604,4318.973446347483,5477.130758003826,5559.857142857143,0.3517185344278601,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,quantile,fullsample_robustness,age_group,20-39,2757,-184.82694047540147,-133.93379382286457,2689.961002818305,-4562.82289310275,4175.409572294944,2019.5479918198591,2695.8165075702186,1514.5904125172483,4398.790986342601,5595.878285550954,5559.857142857143,0.3632373890063725,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,quantile,fullsample_robustness,age_group,40-59,2949,87.03024643978586,121.06049607711248,2822.598889007436,-4496.4369701106525,4583.343567068134,2095.883802283783,2823.461906311639,1621.943294431283,4546.852317286768,5657.889593507746,5559.857142857143,0.3769672040901997,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,quantile,fullsample_robustness,age_group,60+,2940,86.08839487982412,-10.97497746133422,2425.1264542272256,-3670.611391603456,4204.650851479804,1754.639253588462,2426.241766504065,1258.7675521426734,3972.157689014678,5043.705556770054,5559.857142857143,0.3155907082689492,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,quantile,fullsample_robustness,sex,male,4161,472.0222704035032,437.02745590478594,2668.4214082210524,-3925.073311338998,4796.769515414986,1994.1209471554264,2709.532541758268,1478.2107037368496,4466.182429978577,5573.679513697669,5559.857142857143,0.3586640620285203,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,quantile,fullsample_robustness,sex,female,4485,-437.88193184883994,-373.8964451244253,2562.513293633353,-4584.782961604497,3724.5200181438063,1919.6783257120571,2599.375092101097,1435.4839531018931,4146.37298618131,5345.027435880338,5559.857142857143,0.345274757316077,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,quantile,fullsample_robustness,bmi_group,<25,2572,63.51601436444914,112.65339794302872,2794.3108896421436,-4513.101646675953,4442.943345534834,2065.369781074184,2794.4895410121617,1553.334972505244,4481.495556065536,5689.4177299765915,5559.857142857143,0.371478929764878,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,quantile,fullsample_robustness,bmi_group,25-<30,2741,119.829660074063,97.29315157414568,2734.490187307554,-4330.685124123584,4651.866521768245,2031.6531377728384,2736.6161104691855,1518.370652947321,4512.9537161944245,5610.009875235177,5559.857142857143,0.3654146294717199,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,quantile,fullsample_robustness,bmi_group,>=30,3246,-147.54457820395106,-151.9854334296515,2472.93412881062,-4107.018347091305,3907.020589117945,1822.0636092045445,2476.9514784756675,1376.6364815547313,4029.296809873504,5075.104320020318,5559.857142857143,0.327717702521437,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,quantile,fullsample_robustness,bmi_group,missing,87,-146.004408636955,-89.21210748648991,1936.6725340275088,-2980.285589891085,3661.151312690417,1287.1695275425693,1931.0376203873743,605.0291671348791,3201.1411402651543,4127.064705512944,5559.857142857143,0.2315112590970473,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,monotone_spline,fullsample_robustness,overall,all,8646,-7.710152902632815,3.4202643984542647,2640.7987434373,-4289.165767845037,4353.921023537721,1950.8595424685648,2640.6572770943853,1456.546186891347,4318.952627840268,5471.380240142042,5559.857142857143,0.3508830339237892,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,monotone_spline,fullsample_robustness,age_group,20-39,2757,-193.28323489697945,-131.21132842590396,2676.307132520649,-4556.409944275492,4174.234715325239,2012.8684539552585,2682.7933764008426,1517.0051227450458,4387.557166128397,5577.231376965183,5559.857142857143,0.3620360024072255,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,monotone_spline,fullsample_robustness,age_group,40-59,2949,78.02555408802661,128.00258110389512,2804.8112668729805,-4494.45383760849,4535.660810425477,2090.013155659145,2805.420923382924,1622.367032704029,4511.1048245466245,5636.598938943317,5559.857142857143,0.3759113052651407,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,monotone_spline,fullsample_robustness,age_group,60+,2940,80.31378830245528,-17.005651436535345,2420.3725379938787,-3677.745935378803,4195.872366857639,1753.1307757107982,2421.2932373292297,1256.3553089212942,3959.650209751432,5024.370456748892,5559.857142857143,0.3153193923270276,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,monotone_spline,fullsample_robustness,sex,male,4161,461.0125097886054,431.1575318771954,2649.135560681841,-3922.760206299771,4756.800903955867,1986.5927603573375,2688.6363009283714,1485.743324492134,4456.256193701285,5569.085713176133,5559.857142857143,0.35731003680725,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,monotone_spline,fullsample_robustness,sex,female,4485,-442.5719142088184,-369.453324314145,2557.623257690431,-4575.5698762522725,3715.834544464911,1917.7077209222589,2595.351250448537,1436.390248213921,4157.292422876569,5338.657498989592,5559.857142857143,0.344920322887428,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,monotone_spline,fullsample_robustness,bmi_group,<25,2572,57.06645361189288,108.91649889278324,2784.119456364509,-4516.864921753995,4419.152088901384,2059.940800873859,2784.1630689464446,1544.759215842414,4466.604909160067,5704.357665227946,5559.857142857143,0.3705024693881398,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,monotone_spline,fullsample_robustness,bmi_group,25-<30,2741,108.92468255674072,100.97078235056688,2713.7727716332683,-4344.611233123864,4607.75605099984,2024.6265864004856,2715.4632066239046,1522.446460097548,4505.6715882093895,5617.999554601181,5559.857142857143,0.3641508287675273,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,monotone_spline,fullsample_robustness,bmi_group,>=30,3246,-153.74211835033054,-136.5888346297761,2466.4892146336606,-4106.596647234062,3903.0512999270513,1819.8947173256613,2470.896904118926,1372.396207774666,4016.932694707612,5047.445637392632,5559.857142857143,0.3273276040309265,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vs,monotone_spline,fullsample_robustness,bmi_group,missing,87,-148.8797633196004,-123.81476386524196,1931.6550772153623,-3040.8997424898507,3679.194891748519,1288.3234318714894,1926.283498107628,609.4024523367902,3176.787171173518,4011.2526209984258,5559.857142857143,0.2317188011793834,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,isotonic,headline,overall,all,8646,-4.15308920689556,280.27190201657186,3078.7716198607395,-5437.3295439450485,4318.9173301630435,2217.3466782381097,3078.5963700035977,1654.6427906558854,4786.499961845453,6008.32859848485,6301.767857142858,0.351861053676361,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,isotonic,headline,age_group,20-39,2757,-723.6644515710651,-265.98003929727383,3222.5814704759346,-6665.275838978245,3668.805369620631,2385.856281143092,3302.2650992124622,1747.5474171539954,5081.299854721549,6749.334640863542,6301.767857142858,0.3786011061068837,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,isotonic,headline,age_group,40-59,2949,-30.749723844341897,374.71428571428623,3315.7719153842613,-5813.0871213818855,4460.464645644721,2404.6804514204587,3315.3522860351454,1821.7931897759145,5033.8262114076415,6200.395912693258,6301.767857142858,0.381588231419034,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,isotonic,headline,age_group,60+,2940,697.2504147331877,567.7726184415726,2477.273151248637,-3306.4423582451473,4642.945574279758,1871.4186944545097,2573.1212625569324,1395.5516372190632,4242.696463757916,5295.041369047618,6301.767857142858,0.2969672537736081,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,isotonic,headline,sex,male,4161,297.7658764688847,643.1422052154185,3159.617756079429,-5402.4078999341655,4642.597534937889,2329.823523048751,3173.2396150504005,1814.9176518883412,4905.0466197427895,6075.108344891352,6301.767857142858,0.3697095126104921,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,isotonic,headline,sex,female,4485,-284.261186459275,7.457619047619346,2974.8907263024553,-5482.397487997769,3954.7043756613753,2112.995250979006,2988.1107772356268,1530.2034156653308,4649.14213696432,5901.10622875263,6301.767857142858,0.3353019817421537,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,isotonic,headline,bmi_group,<25,2572,-126.2700862675428,316.74677225056803,3356.4741261390886,-6123.860821306904,4383.167269401181,2397.1176144829574,3358.196313046316,1798.564241046166,5025.470088447466,6550.0272027825,6301.767857142858,0.3803881178780489,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,isotonic,headline,bmi_group,25-<30,2741,64.11413390075528,418.5503072196607,3182.244631590478,-5756.7353392639125,4416.318845725425,2324.822773296137,3182.310009549282,1728.2807720057735,5009.9168912848145,6157.109725703145,6301.767857142858,0.3689159654875294,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,isotonic,headline,bmi_group,>=30,3246,33.0665136633332,189.6664632600823,2765.07687343345,-4850.450034674064,4106.351774395181,2008.8821639391936,2764.84865835949,1502.962741526766,4396.942829034393,5459.332389101473,6301.767857142858,0.3187807309757036,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,isotonic,headline,bmi_group,missing,87,66.53227843852028,1.1369101616811346,2064.507109273681,-2999.617725642092,4059.231504545216,1294.5074694849927,2053.6858238809473,570.5596638655461,3782.400174973732,4489.154895303944,6301.767857142858,0.205419732816357,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,quantile,fullsample_robustness,overall,all,8646,0.939915717271615,13.1439993273068,3347.2346481696673,-5368.688477801263,5404.298692720891,2369.4434050394025,3347.04120326142,1701.8817600976954,5381.344567264377,6916.839060491993,6301.767857142858,0.3759966185288327,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,quantile,fullsample_robustness,age_group,20-39,2757,-641.0201241330069,-489.145146051309,3489.1199152053764,-6503.06103928039,4915.045065614219,2589.172948498104,3546.8928554910403,1937.281958855517,5673.118974164318,7271.648735483997,6301.767857142858,0.4108645394741663,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,quantile,fullsample_robustness,age_group,40-59,2949,146.31750262815635,161.3130103842159,3611.277654251794,-5537.883250522819,5966.887281263195,2588.6339996515694,3613.6287606806222,1919.065447372067,5813.757625306039,7297.587635305747,6301.767857142858,0.410779016037132,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,quantile,fullsample_robustness,age_group,60+,2940,457.1185980529923,156.04102092736298,2800.5501772602533,-3670.55741037117,5314.3195289095465,1943.5293183635793,2837.141341793189,1282.5252691027051,4575.799742164312,6052.48502002953,6301.767857142858,0.3084101735294246,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,quantile,fullsample_robustness,sex,male,4161,537.9194761320531,457.9098335417675,3394.3863948349526,-4910.679626054059,6062.226019462998,2442.6185110374868,3436.342146560363,1763.4529535244656,5519.935694216059,6994.587937919574,6301.767857142858,0.3876084562951418,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,quantile,fullsample_robustness,sex,female,4485,-497.2478102327631,-358.4475066478317,3224.243409417679,-5665.472935204254,4591.652785906327,2301.5545274344913,3262.005986500835,1623.271412139958,5242.070030237667,6851.526573551133,6301.767857142858,0.3652236292433005,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,quantile,fullsample_robustness,bmi_group,<25,2572,7.730755862062423,58.246165637229296,3639.380427281341,-5673.508312963602,5790.392123606956,2572.211556039869,3638.6810708216112,1850.3987519589332,5739.264180385437,7450.882470873517,6301.767857142858,0.4081730102330486,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,quantile,fullsample_robustness,bmi_group,25-<30,2741,214.22622772308435,170.69666466899616,3468.722995591269,-5593.754134591907,5776.290346108947,2487.9957967475334,3474.700338685551,1794.8788798790792,5682.1043088902625,7236.830144039997,6301.767857142858,0.3948091794475525,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,quantile,fullsample_robustness,bmi_group,>=30,3246,-180.4780600269696,-150.07829823506586,2996.9155458614873,-5017.977599733487,4707.811260956274,2133.493458485145,3001.8841040898205,1537.0598557493267,4892.797592678489,6311.663038941216,6301.767857142858,0.3385547527059246,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,quantile,fullsample_robustness,bmi_group,missing,87,-150.79655318534475,-48.49647280757019,2309.9093191454344,-3587.7851626216448,3570.2017916705413,1443.2564679122231,2301.541004575073,790.4478397683199,3669.2965354569446,5247.955112658263,6301.767857142858,0.2290240612840628,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,monotone_spline,fullsample_robustness,overall,all,8646,-4.587352854336805,15.26880464882447,3335.3847409565547,-5365.085767613927,5385.373958419084,2365.065853543266,3335.1950041876976,1695.3875010938914,5378.081250654448,6920.792262629324,6301.767857142858,0.3753019640135644,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,monotone_spline,fullsample_robustness,age_group,20-39,2757,-649.7991756349905,-487.5304495490245,3475.13839256968,-6519.304535628627,4873.275193273191,2584.1366989905982,3534.748290895402,1942.2802404750248,5664.766114428632,7212.034312300915,6301.767857142858,0.410065359050248,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,monotone_spline,fullsample_robustness,age_group,40-59,2949,137.45428353486074,154.23262477207345,3590.239048609909,-5554.522259283484,5936.818892560514,2581.1870927760283,3592.261014356241,1917.1409611314411,5795.369749632325,7309.3512219712575,6301.767857142858,0.4095972989310187,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,monotone_spline,fullsample_robustness,age_group,60+,2940,457.98686813019344,151.0929176648225,2800.819526518972,-3676.3673644118135,5273.49984719862,1942.848215653568,2837.547138570857,1277.958658712691,4597.631840382545,6040.552796880938,6301.767857142858,0.3083020923170647,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,monotone_spline,fullsample_robustness,sex,male,4161,528.5575179046807,461.4639905832691,3372.630481915852,-4912.657510482344,5994.309067373442,2434.763693174738,3413.396517666218,1757.7996936398797,5514.019640545592,6984.939328826951,6301.767857142858,0.3863620095772028,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,monotone_spline,fullsample_robustness,sex,female,4485,-499.21741020735175,-357.49456413914413,3222.8866956358556,-5687.499514031106,4554.818034976416,2300.4030417915255,3260.9662270302815,1610.5165806605492,5224.7243421177,6853.2536531334545,6301.767857142858,0.3650409050190717,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,monotone_spline,fullsample_robustness,bmi_group,<25,2572,0.4371178455766055,62.60923197751231,3628.98545021702,-5693.407305472368,5729.367892255281,2567.8753145675155,3628.279928675007,1840.1943097149476,5712.602019521112,7441.8618593913325,6301.767857142858,0.4074849110249132,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,monotone_spline,fullsample_robustness,bmi_group,25-<30,2741,205.16924384650775,167.60769855796522,3445.84508486049,-5587.515513344346,5730.531364233204,2480.449533608173,3451.3201571547443,1793.6436347647295,5664.88325775064,7262.507414172851,6301.767857142858,0.3936116959301604,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,monotone_spline,fullsample_robustness,bmi_group,>=30,3246,-181.95616754981793,-150.43331912857684,2994.4529022207225,-5025.373322115491,4706.88101256132,2131.6896891695333,2999.515599427736,1528.6923606965308,4895.418630574618,6268.395359500052,6301.767857142858,0.3382685204364247,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,adept,vsrev,monotone_spline,fullsample_robustness,bmi_group,missing,87,-143.97353326422822,-23.459059918281028,2310.3209241655736,-3587.539100599068,3558.8510336981135,1441.4615862427356,2301.512464618775,783.2469620339589,3660.147025808693,5235.740759158931,6301.767857142858,0.2287392393562837,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,isotonic,headline,overall,all,8646,-0.1554471308256702,119.25933670992616,1184.5318670695583,-2036.7671448748988,1654.19707372516,896.2747695282403,1184.46337356181,731.9908740057363,1809.2809306569316,2271.317935750971,5482.084523809524,0.1634915998897104,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,isotonic,headline,age_group,20-39,2757,329.1934474165387,416.95583333333343,1035.7031654128073,-1523.97706947092,1784.934963858277,851.1198217576951,1086.581933039004,715.628649492588,1690.065931506966,2072.128946589447,5482.084523809524,0.1552547791011161,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,isotonic,headline,age_group,40-59,2949,8.278921869438088,108.17316649287568,1216.515347000642,-1981.200657364995,1689.9077721088436,912.8775887109888,1216.337245855129,743.6971326164858,1835.6168352073328,2364.5928079365067,5482.084523809524,0.1665201593930598,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,isotonic,headline,age_group,60+,2940,-317.46424184132275,-192.004451345756,1197.6465750232867,-2406.8013584229416,1385.9609992586743,921.9654080430251,1238.81111832026,735.0037975792334,1915.7872831632649,2442.791987577636,5482.084523809524,0.1681778900049405,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,isotonic,headline,sex,male,4161,-72.6432129444767,39.72235603543777,1219.789584782972,-2142.8913690476184,1630.720971760793,910.7125193944352,1221.8044395208517,709.2800242130725,1871.114157509157,2424.4809339691237,5482.084523809524,0.1661252239798698,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,isotonic,headline,sex,female,4485,67.09574429628736,180.89003759398292,1146.9016298826532,-1928.968935574229,1663.596931216933,882.8800143012085,1148.7349139390665,750.534201157101,1751.3827935732695,2181.105447230378,5482.084523809524,0.1610482309177698,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,isotonic,headline,bmi_group,<25,2572,39.74416168942923,172.00869047618926,1270.666276739129,-2167.3843977425295,1778.6600443983702,965.506487744148,1271.0407654899595,792.4506288819873,1955.740732790772,2453.3573785714293,5482.084523809524,0.1761203213031114,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,isotonic,headline,bmi_group,25-<30,2741,-11.45912650444401,96.58633540372648,1190.7349875613695,-2002.146474358976,1676.397037652272,899.2388882871649,1190.572907273999,722.0479813664606,1789.0435626102262,2242.800992063487,5482.084523809524,0.1640322918009808,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,isotonic,headline,bmi_group,>=30,3246,-14.926909696883254,85.66945521917296,1103.1244863545478,-1912.410748626373,1514.0190785254008,837.4855229730005,1103.0555552171843,687.9121462585044,1686.3898378191866,2129.0402299783605,5482.084523809524,0.152767714422438,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,isotonic,headline,bmi_group,missing,87,-272.4570705007662,30.064257028114294,1246.006332981524,-2737.3562153387156,1448.0186484593842,949.622649399296,1268.4318839422658,743.3881944444402,1824.9903776683095,2737.3562153387165,5482.084523809524,0.1732229127943834,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,quantile,fullsample_robustness,overall,all,8646,0.1296728956511048,101.67419997486832,1188.1486938245423,-2028.358196483136,1669.8677431485405,896.5509360270388,1188.0799880251425,720.6164900339527,1832.0405831268909,2301.7660471388435,5482.084523809524,0.1635419760737329,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,quantile,fullsample_robustness,age_group,20-39,2757,379.2347526078997,445.4609197234713,1022.476580885559,-1376.2894458236456,1820.5309879832516,854.2998069726416,1090.3660644981635,718.4415370108418,1686.2704532011776,2087.018289918907,5482.084523809524,0.1558348477230309,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,quantile,fullsample_robustness,age_group,40-59,2949,46.872254984945826,124.59492481203053,1206.5862509403007,-1914.316741700855,1761.8297683750995,903.1021366554804,1207.2918923334362,714.5804316165777,1838.459599959389,2343.124036596817,5482.084523809524,0.1647369960702304,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,quantile,fullsample_robustness,age_group,60+,2940,-402.2637214404031,-293.39001472912423,1188.6193370467397,-2488.2475192853694,1273.1007917634413,929.6008925405412,1254.6519359380125,729.299196024195,1963.156554952846,2536.8452728854104,5482.084523809524,0.1695706967857105,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,quantile,fullsample_robustness,sex,male,4161,-62.0721318423965,30.987847222222623,1215.831891101129,-2120.0606636920056,1631.2857142857138,904.8266312860004,1217.2694338099727,704.5395006139988,1851.246240601493,2421.06406926407,5482.084523809524,0.1650515652132325,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,oak,acti,quantile,fullsample_robustness,sex,female,4485,57.83796933155213,171.15062111801672,1159.029601429411,-1925.5756224839597,1687.8220076864395,888.873083636283,1160.3427627848214,738.2183507549362,1815.4609776577813,2220.3421538371144,5482.084523809524,0.1621414408653811,Full-sample source->target 5-fold OOF residual; aggregate row only.
