exposure,source_algorithm,target_algorithm,method,method_role,scope_type,scope_level,n,mean_error_pred_minus_target,median_error_pred_minus_target,error_sd,error_p05,error_p95,mae,rmse,absolute_error_p50,absolute_error_p90,absolute_error_p95,target_iqr,mae_per_target_iqr,note
daily_steps,acti,adept,quantile,fullsample_robustness,age_group,20-39,2757,-1.0386940430167078,-15.2513630810721,1245.6208586098187,-1995.6082920411768,2028.1265938441904,891.9375969619375,1245.3953697737888,639.1713745464037,2007.176977995924,2568.4152099073717,1919.4027944454592,0.4646953727185908,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,acti,adept,quantile,fullsample_robustness,age_group,40-59,2949,-8.39891203494828,-36.78983340420609,1368.4072669799775,-2065.898391310227,1998.4510162393176,931.8228287373694,1368.2010144732037,660.9222388303833,2048.743096048137,2626.351371174779,1919.4027944454592,0.4854753944476699,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,acti,adept,quantile,fullsample_robustness,age_group,60+,2940,12.062900435525604,45.77747056370583,1014.9035401738826,-1729.6455596970732,1476.4618804716292,677.5958519659434,1014.8026208863372,455.4066059828837,1562.8494578836517,2172.449244499414,1919.4027944454592,0.3530243125240993,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,acti,adept,quantile,fullsample_robustness,sex,male,4161,-155.2285228230837,-119.49049364098867,1301.0968695272652,-2200.4549385845485,1783.7824598235024,879.2531003825858,1310.1687372840277,593.0800917600607,2011.7168172142128,2587.4536945770224,1919.4027944454592,0.4580868085255724,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,acti,adept,quantile,fullsample_robustness,sex,female,4485,145.76114597093357,133.52086767696142,1116.18207000293,-1650.8261069426114,1816.9236930861816,789.4263390988847,1125.5358460791724,548.8104348532021,1735.5961357493095,2357.012601291086,1919.4027944454592,0.4112874803472193,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,acti,adept,quantile,fullsample_robustness,bmi_group,<25,2572,-64.39938846934456,-44.76393023862397,1316.85009248988,-2096.9195663033684,1985.9890247980093,901.9540471631168,1318.1681331298548,624.3741163694556,2067.1384651732037,2663.773934848919,1919.4027944454592,0.4699138970586437,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,acti,adept,quantile,fullsample_robustness,bmi_group,25-<30,2741,-58.155842169840334,-31.668716419459543,1296.597425269012,-2169.9581244377237,1861.285254769169,886.9998322926689,1297.664689052389,611.5303608270535,2047.085906046469,2611.1731771890036,1919.4027944454592,0.4621228201081861,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,acti,adept,quantile,fullsample_robustness,bmi_group,>=30,3246,99.08933419578032,75.84661734526071,1062.517750587726,-1538.1764463011514,1674.637638830113,742.4005216904505,1066.965262337049,518.262955556057,1637.643426130308,2205.7809851217357,1919.4027944454592,0.3867872464491955,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,acti,adept,quantile,fullsample_robustness,bmi_group,missing,87,129.0720453329813,36.05351690441542,705.7854412145067,-1042.0740169924018,1536.7016764887048,439.36596006314727,713.4893231344047,276.60315583485055,1198.048691543312,1764.4491786936,1919.4027944454592,0.2289076380083555,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,acti,adept,monotone_spline,fullsample_robustness,overall,all,8646,1.36015410118983,13.063868231916912,1232.3942303963177,-1944.9627621034315,1788.9374322995857,834.6776531489027,1232.3237093401383,568.6372939156238,1864.3636139525167,2469.663040846107,1919.4027944454592,0.4348632061828648,Full-sample source->target 5-fold OOF residual; aggregate row only.
daily_steps,acti,adept,monotone_spline,fullsample_robustness,age_group,20-39,2757,-2.0866317348327197,-18.23506668732921,1249.2081164907383,-1987.9881683580857,2023.823840298102,892.0343697717127,1248.9832869049503,642.6364658307195,2005.088907389859,2569.354517860935,1919.4027944454592,0.4647457909059849,Full-sample source->target 5-fold OOF residual; aggregate row only.
