baseline_960_common_support_linear_h_per_target_iqr,baseline_960_full_range_h_per_target_iqr,baseline_960_grouped_oof_mae_per_target_iqr,common_support_linear_h_driver,common_support_linear_h_per_target_iqr,common_support_linear_h_reason,delta_vs_960_common_support_linear_h_per_target_iqr,delta_vs_960_full_range_h_per_target_iqr,delta_vs_960_grouped_oof_mae_per_target_iqr,full_range_h_driver,full_range_h_per_target_iqr,full_range_h_reason,grouped_oof_mae_per_target_iqr,n,source_algorithm,target_algorithm,target_iqr,wear_threshold
0.14856348962794919,0.204308053890385,0.1502622174699366,age_group,0.13496368529227976,ESTIMATED,-0.01359980433566943,0.020247384476309915,0.0016305037365205444,age_group,0.22455543836669492,ESTIMATED,0.15189272120645714,8936,oak,vs,5462.728571428571,720
0.13804284951513046,0.1604602083282288,0.1389806653556481,bmi_group,0.14814781119283935,ESTIMATED,0.010104961677708885,-0.012312397135389452,0.0016804426329813382,bmi_group,0.14814781119283935,ESTIMATED,0.14066110798862944,8936,oak,vsrev,6196.553571428571,720
0.15679692233909623,0.1682585402826935,0.2021691064963148,age_group,0.17147182717360104,ESTIMATED,0.014674904834504815,0.008912265735896513,0.002686943709509393,age_group,0.17717080601859,ESTIMATED,0.2048560502058242,8936,scrf,acti,5419.6785714285725,720
0.3339168180758487,0.3739261169847734,0.3676121899104267,bmi_group,0.32770540532564996,ESTIMATED,-0.006211412750198764,-0.047485672814051305,0.00015660744222351086,age_group,0.3264404441707221,ESTIMATED,0.3677687973526502,8936,scrf,adept,1903.8577016473146,720
0.1438656266992281,0.1466154357240069,0.1755568787165475,bmi_group,0.14071260815142328,ESTIMATED,-0.003153018547804809,-1.733112569363149e-05,-8.029073334314685e-05,bmi_group,0.14659810459831327,ESTIMATED,0.17547658798320434,8936,scrf,oak,6804.306785714292,720
0.2774458589834389,0.3630843224955557,0.2414620542604605,age_group,0.2938102343107198,ESTIMATED,0.01636437532728091,0.0203093533591282,0.0008467393433203574,age_group,0.3833936758546839,ESTIMATED,0.24230879360378085,8936,scrf,scssl,5761.478571428571,720
0.18660186659413164,0.1779732677987209,0.2144677715844188,bmi_group,0.16390584153556442,ESTIMATED,-0.022696025058567215,-0.017553413949301405,0.0021474149510394835,bmi_group,0.1604198538494195,ESTIMATED,0.21661518653545828,8936,scrf,vs,5462.728571428571,720
0.19803862672700512,0.1921481987700832,0.2108664659354425,age_group,0.19109789613693007,ESTIMATED,-0.0069407305900750504,-0.001050302633153144,0.001477461350647108,age_group,0.19109789613693007,ESTIMATED,0.2123439272860896,8936,scrf,vsrev,6196.553571428571,720
0.257018681496285,0.3580950250086858,0.3057816664696054,age_group,0.2420603475764131,ESTIMATED,-0.014958333919871891,-0.027785741362685912,0.0014837495147927982,age_group,0.3303092836459999,ESTIMATED,0.3072654159843982,8936,scssl,acti,5419.6785714285725,720
0.2845138312471127,0.2857749249864063,0.3261274768662308,age_group,0.280476908477977,ESTIMATED,-0.004036922769135698,-0.00529801650842926,0.0004044341686732511,age_group,0.280476908477977,ESTIMATED,0.32653191103490403,8936,scssl,adept,1903.8577016473146,720
0.4255068616907496,0.4781670635345681,0.2984547963945307,age_group,0.4001308947316512,ESTIMATED,-0.025375966959098384,-0.02276018878960573,-0.0004726689906316972,age_group,0.4554068747449624,ESTIMATED,0.297982127403899,8936,scssl,oak,6804.306785714292,720
0.3680332640571019,0.3870405615201681,0.2443137604394309,age_group,0.3492590505727076,ESTIMATED,-0.018774213484394286,0.001707431764991274,0.0007406163315468173,age_group,0.38874799328515935,ESTIMATED,0.24505437677097772,8936,scssl,scrf,7385.142857142857,720
