baseline_960_common_support_linear_h_per_target_iqr,baseline_960_full_range_h_per_target_iqr,baseline_960_grouped_oof_mae_per_target_iqr,common_support_linear_h_driver,common_support_linear_h_per_target_iqr,common_support_linear_h_reason,delta_vs_960_common_support_linear_h_per_target_iqr,delta_vs_960_full_range_h_per_target_iqr,delta_vs_960_grouped_oof_mae_per_target_iqr,full_range_h_driver,full_range_h_per_target_iqr,full_range_h_reason,grouped_oof_mae_per_target_iqr,n,source_algorithm,target_algorithm,target_iqr,wear_threshold
0.33481253392162735,0.358467850098483,0.2162259379114645,age_group,0.3405438298511206,ESTIMATED,0.00573129592949323,-0.005933664561743601,0.003996834005445871,age_group,0.3525341855367394,ESTIMATED,0.22022277191691036,8066,acti,vsrev,6261.308333333334,1296
0.28116185544986855,0.2811618554498685,0.3734164448683719,age_group,0.34238764572577335,ESTIMATED,0.0612257902759048,0.06122579027590486,0.005360541066396052,age_group,0.34238764572577335,ESTIMATED,0.37877698593476794,8066,adept,acti,5457.651785714284,1296
0.3661914629164892,0.4287027819880495,0.3275148455828061,age_group,0.4734875017997888,ESTIMATED,0.10729603888329964,0.044784719811739315,0.007445762625162555,age_group,0.4734875017997888,ESTIMATED,0.33496060820796864,8066,adept,oak,6848.80119047619,1296
0.3576706238383281,0.4375086577904454,0.3519926112035008,age_group,0.5221004049360196,ESTIMATED,0.16442978109769152,0.08459174714557421,0.00722178162032977,age_group,0.5221004049360196,ESTIMATED,0.35921439282383055,8066,adept,scrf,7470.914285714287,1296
0.22802123026103308,0.2802200038319516,0.3153045872148338,age_group,0.26152125874928,ESTIMATED,0.03350002848824693,0.014392850487805975,0.002526945660921265,age_group,0.2946128543197576,ESTIMATED,0.31783153287575505,8066,adept,scssl,5870.232142857143,1296
0.29527753949702384,0.4073782095239247,0.3331956212758588,age_group,0.43069847965044916,ESTIMATED,0.13542094015342532,0.02332027012652449,0.008498855402093941,age_group,0.43069847965044916,ESTIMATED,0.3416944766779527,8066,adept,vs,5537.28869047619,1296
0.49079861914083606,0.5233363639163713,0.351861053676361,age_group,0.562869029112494,ESTIMATED,0.07207040997165798,0.03953266519612275,0.010226518495888515,age_group,0.562869029112494,ESTIMATED,0.3620875721722495,8066,adept,vsrev,6261.308333333334,1296
0.20912213104637115,0.21828043648797,0.1634915998897104,age_group,0.2023560456467228,ESTIMATED,-0.006766085399648347,0.015559018735342184,0.0015469542670881464,age_group,0.23383945522331218,ESTIMATED,0.16503855415679855,8066,oak,acti,5457.651785714284,1296
0.38018667175858045,0.4816716394564153,0.3581026933921893,sex,0.4017284479947417,ESTIMATED,0.02154177623616127,0.010665774332829392,0.008153131958278936,age_group,0.49233741378924467,ESTIMATED,0.36625582535046824,8066,oak,adept,1920.8025967259646,1296
0.13783053162632586,0.1415991606976205,0.1811426729218608,sex,0.14433620900043553,ESTIMATED,0.006505677374109675,0.0055901147800449524,0.00421566829337261,sex,0.14718927547766544,ESTIMATED,0.1853583412152334,8066,oak,scrf,7470.914285714287,1296
0.2829911635706426,0.3165864980088033,0.3059599124104593,age_group,0.3007722416577357,ESTIMATED,0.017781078087093116,-0.007428618962610767,0.0019535577197422604,sex,0.3091578790461925,ESTIMATED,0.30791347013020154,8066,oak,scssl,5870.232142857143,1296
0.14856348962794919,0.204308053890385,0.1502622174699366,bmi_group,0.12428822364200919,ESTIMATED,-0.02427526598594,0.008065014577079255,0.005150496807487803,age_group,0.21237306846746426,ESTIMATED,0.1554127142774244,8066,oak,vs,5537.28869047619,1296
0.13804284951513046,0.1604602083282288,0.1389806653556481,bmi_group,0.13959522448100903,ESTIMATED,0.0015523749658785668,-0.00400712537615755,0.005075789748583165,age_group,0.15645308295207125,ESTIMATED,0.14405645510423126,8066,oak,vsrev,6261.308333333334,1296
0.15679692233909623,0.1682585402826935,0.2021691064963148,age_group,0.15894394004419746,ESTIMATED,0.0021470177051012285,0.011895470223525634,0.00296773791956198,age_group,0.18015401050621913,ESTIMATED,0.2051368444158768,8066,scrf,acti,5457.651785714284,1296
0.3339168180758487,0.3739261169847734,0.3676121899104267,age_group,0.2626304941918252,ESTIMATED,-0.0712863238840235,0.04249264489628585,0.009033834500248417,sex,0.41641876188105925,ESTIMATED,0.37664602441067513,8066,scrf,adept,1920.8025967259646,1296
0.1438656266992281,0.1466154357240069,0.1755568787165475,age_group,0.1471238884676228,ESTIMATED,0.0032582617683947213,0.00267295574493176,0.004241990595352851,sex,0.14928839146893866,ESTIMATED,0.17979886931190034,8066,scrf,oak,6848.80119047619,1296
0.2774458589834389,0.3630843224955557,0.2414620542604605,age_group,0.291001885132658,ESTIMATED,0.013556026149219136,-0.0362735330402833,0.0023875282598702086,age_group,0.3268107894552724,ESTIMATED,0.2438495825203307,8066,scrf,scssl,5870.232142857143,1296
0.18660186659413164,0.1779732677987209,0.2144677715844188,bmi_group,0.17845193014153005,ESTIMATED,-0.008149936452601592,0.026346484078655336,0.005103724130840093,age_group,0.20431975187737625,ESTIMATED,0.21957149571525889,8066,scrf,vs,5537.28869047619,1296
0.19803862672700512,0.1921481987700832,0.2108664659354425,age_group,0.24018266239881694,ESTIMATED,0.042144035671811825,0.03502710287265323,0.006681258986155347,age_group,0.22717530164273644,ESTIMATED,0.21754772492159785,8066,scrf,vsrev,6261.308333333334,1296
0.257018681496285,0.3580950250086858,0.3057816664696054,age_group,0.2680187596100221,ESTIMATED,0.0110000781137371,-0.05151084358560648,0.004950941327944269,age_group,0.3065841814230793,ESTIMATED,0.3107326077975497,8066,scssl,acti,5457.651785714284,1296
0.2845138312471127,0.2857749249864063,0.3261274768662308,age_group,0.29448340040822885,ESTIMATED,0.009969569161116132,-0.010085954939276387,0.007961633212120678,age_group,0.2756889700471299,ESTIMATED,0.33408911007835146,8066,scssl,adept,1920.8025967259646,1296
0.4255068616907496,0.4781670635345681,0.2984547963945307,age_group,0.4152142835320028,ESTIMATED,-0.01029257815874679,-0.021179620920305176,0.006251797529695846,age_group,0.45698744261426294,ESTIMATED,0.30470659392422655,8066,scssl,oak,6848.80119047619,1296
0.3680332640571019,0.3870405615201681,0.2443137604394309,age_group,0.36109890469362277,ESTIMATED,-0.006934359363479137,0.02178769056734009,0.003643100867916027,age_group,0.40882825208750817,ESTIMATED,0.24795686130734693,8066,scssl,scrf,7470.914285714287,1296
0.36026236359374664,0.3602623635937466,0.2971598849578598,age_group,0.3858917444198765,ESTIMATED,0.025629380826129866,0.009240405989960343,0.007184337378143002,age_group,0.3695027695837069,ESTIMATED,0.3043442223360028,8066,scssl,vs,5537.28869047619,1296
0.5438429511529679,0.5456361085266256,0.3312596287524038,age_group,0.5143656057143261,ESTIMATED,-0.029477345438641778,-0.021046106590967728,0.00936729650437862,age_group,0.5245900019356579,ESTIMATED,0.3406269252567824,8066,scssl,vsrev,6261.308333333334,1296
0.142756434563666,0.1598935139044835,0.2023656693876001,bmi_group,0.14732892686700325,ESTIMATED,0.0045724923033372555,0.016847235278665745,0.00475914477322717,age_group,0.17674074918314925,ESTIMATED,0.20712481416082726,8066,vs,acti,5457.651785714284,1296
0.38956791763269594,0.3895679176326959,0.3628797540400764,sex,0.39000100832344053,ESTIMATED,0.0004330906907445975,0.05928840764389576,0.009755464757645771,sex,0.44885632527659164,ESTIMATED,0.37263521879772216,8066,vs,adept,1920.8025967259646,1296
0.2032828063396666,0.2307854471955746,0.1503969249596241,age_group,0.183764110697575,ESTIMATED,-0.019518695642091605,-0.02213395885058958,0.005032354163616692,age_group,0.208651488344985,ESTIMATED,0.15542927912324078,8066,vs,oak,6848.80119047619,1296
0.2297599550548853,0.2626703391902109,0.2226053753491854,age_group,0.2402835625699702,ESTIMATED,0.010523607515084882,0.018041230498903993,0.005832909229564337,age_group,0.28071156968911487,ESTIMATED,0.22843828457874973,8066,vs,scrf,7470.914285714287,1296
0.2923911684528875,0.3702310831805068,0.3058709803208403,sex,0.2834756332280436,ESTIMATED,-0.008915535224843896,-0.0074368375746785564,0.0035541769149792235,sex,0.36279424560582824,ESTIMATED,0.30942515723581954,8066,vs,scssl,5870.232142857143,1296
0.228314892825898,0.2519394147372684,0.1251691158200241,age_group,0.22315548879077596,ESTIMATED,-0.0051594040351220505,-0.021780443713692615,0.0036616407758923164,age_group,0.23015897102357577,ESTIMATED,0.12883075659591642,8066,vs,vsrev,6261.308333333334,1296
0.24268822920412267,0.2830134855578993,0.217162154151524,age_group,0.23900344061203635,ESTIMATED,-0.003684788592086319,-0.013669205422005726,0.002372510760019153,age_group,0.26934428013589357,ESTIMATED,0.21953466491154316,8066,vsrev,acti,5457.651785714284,1296
0.4100890233091278,0.5021847747843555,0.3761337539390134,sex,0.3585586861373002,ESTIMATED,-0.05153033717182759,-0.09993850360719314,0.00984448430575352,age_group,0.4022462711771624,ESTIMATED,0.3859782382447669,8066,vsrev,adept,1920.8025967259646,1296
0.12695634323636132,0.2132925563393987,0.1375325838439355,bmi_group,0.14942868932218875,ESTIMATED,0.022472346085827433,-0.05546994035498848,0.003955397344481193,age_group,0.15782261598441022,ESTIMATED,0.14148798118841668,8066,vsrev,oak,6848.80119047619,1296
0.21480712354761716,0.2152130711973439,0.2175719541187634,bmi_group,0.22953739476837215,ESTIMATED,0.014730271220754987,0.014324323571028252,0.004861694482919038,bmi_group,0.22953739476837215,ESTIMATED,0.22243364860168244,8066,vsrev,scrf,7470.914285714287,1296
0.4020685113198904,0.4020685113198904,0.3380717011698635,sex,0.35359583282983587,ESTIMATED,-0.048472678490054544,-0.048472678490054544,0.003399780864676738,sex,0.35359583282983587,ESTIMATED,0.34147148203454025,8066,vsrev,scssl,5870.232142857143,1296
0.19289048044129936,0.2450804794441582,0.1231412136127973,age_group,0.17929057441798177,ESTIMATED,-0.013599906023317593,0.04627230474139751,0.0025066556697111025,age_group,0.2913527841855557,ESTIMATED,0.1256478692825084,8066,vsrev,vs,5537.28869047619,1296
