scope,method,source_algorithm,target_algorithm,n_total,n_covered,coverage_pct,complete_sample_target_iqr,global_oof_mae,global_oof_abs_error_p95,global_oof_E,release_domain_oof_mae,release_domain_oof_abs_error_p95,release_domain_oof_E,delta_E_domain_minus_global,training_fold_source_p05_min,training_fold_source_p05_median,training_fold_source_p05_max,training_fold_source_p95_min,training_fold_source_p95_median,training_fold_source_p95_max,range_rule,fit_rule,interpretation
whole_cohort_subject_grouped_5fold_oof,isotonic,acti,adept,8646,7785,90.04163775156142,1919.4027944454594,771.933615618,2189.7196320314147,0.402173852123114,764.6149605281843,2057.8716805340855,0.3983608665887618,-0.00381298553435222,5197.828571428571,5290.748571428572,5316.742857142857,19189.8,19347.65714285714,19456.566666666662,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,acti,oak,8646,7785,90.04163775156142,6887.578571428576,1117.0298552942616,2945.302353323755,0.16218034302040268,1106.0756601319783,2872.152307222308,0.16058991540514123,-0.0015904276152614583,5197.828571428571,5290.748571428572,5316.742857142857,19189.8,19347.65714285714,19456.566666666662,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,acti,scrf,8646,7785,90.04163775156142,7482.482142857143,1544.1642683880766,4251.967760373155,0.20637059185796416,1495.2170160566286,4006.376166225143,0.19982901228624764,-0.006541579571716527,5197.828571428571,5290.748571428572,5316.742857142857,19189.8,19347.65714285714,19456.566666666662,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,acti,scssl,8646,7785,90.04163775156142,5813.0,1803.5482495965348,4890.003351442125,0.31026118176441336,1756.4302241145158,4558.200107820107,0.30215555205823424,-0.008105629706179118,5197.828571428571,5290.748571428572,5316.742857142857,19189.8,19347.65714285714,19456.566666666662,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,acti,vs,8646,7785,90.04163775156142,5559.857142857143,1105.2462258813794,2996.6473872425677,0.1987904000917201,1098.0953489872982,2889.9380851011224,0.19750423810763604,-0.0012861619840840721,5197.828571428571,5290.748571428572,5316.742857142857,19189.8,19347.65714285714,19456.566666666662,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,acti,vsrev,8646,7785,90.04163775156142,6301.767857142858,1362.6056654110346,3563.5856928528992,0.21622593791146455,1358.594230164379,3459.0889774669777,0.21558938078375178,-0.0006365571277127668,5197.828571428571,5290.748571428572,5316.742857142857,19189.8,19347.65714285714,19456.566666666662,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,adept,acti,8646,7786,90.05320379366181,5482.084523809524,2047.1005133488743,5275.400427102659,0.37341644486837194,2054.995749186257,5193.794935428121,0.37485663350521115,0.0014401886368392014,381.1188851802009,387.08701513991423,400.69536079860706,5448.684813205301,5455.143514984114,5463.327492741872,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,adept,oak,8646,7786,90.05320379366181,6887.578571428576,2255.7842322608744,6046.819177725261,0.32751484558280614,2275.418891516405,5925.459181781851,0.33036558028614293,0.002850734703336799,381.1188851802009,387.08701513991423,400.69536079860706,5448.684813205301,5455.143514984114,5463.327492741872,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,adept,scrf,8646,7786,90.05320379366181,7482.482142857143,2633.778427747852,7198.229158475126,0.35199261120350084,2625.8894712099886,7016.410910248873,0.3509382877333948,-0.0010543234701060333,381.1188851802009,387.08701513991423,400.69536079860706,5448.684813205301,5455.143514984114,5463.327492741872,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,adept,scssl,8646,7786,90.05320379366181,5813.0,1832.865565479829,4941.570104467901,0.31530458721483384,1796.3513089545274,4722.143367628508,0.3090231049293871,-0.006281482285446727,381.1188851802009,387.08701513991423,400.69536079860706,5448.684813205301,5455.143514984114,5463.327492741872,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,adept,vs,8646,7786,90.05320379366181,5559.857142857143,1852.5200549193069,4890.2517953987135,0.3331956212758588,1872.0829233147856,4794.8831083365,0.3367142131915902,0.003518591915731395,381.1188851802009,387.08701513991423,400.69536079860706,5448.684813205301,5455.143514984114,5463.327492741872,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,adept,vsrev,8646,7786,90.05320379366181,6301.767857142858,2217.3466782381097,6008.32859848485,0.351861053676361,2237.7822506461134,5833.471153933544,0.3551038853501493,0.0032428316737883045,381.1188851802009,387.08701513991423,400.69536079860706,5448.684813205301,5455.143514984114,5463.327492741872,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,oak,acti,8646,7785,90.04163775156142,5482.084523809524,896.2747695282403,2271.317935750971,0.1634915998897104,883.3289779125607,2223.7900334737064,0.16113012743166016,-0.00236147245805024,3049.6285714285727,3082.4017857142867,3165.676190476192,20543.799999999992,20700.378571428584,20890.37380952381,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,oak,adept,8646,7785,90.04163775156142,1919.4027944454594,687.3433103954138,2013.6982673930731,0.35810269339218936,675.4030593018238,1867.2654191624288,0.3518818776633888,-0.006220815728800566,3049.6285714285727,3082.4017857142867,3165.676190476192,20543.799999999992,20700.378571428584,20890.37380952381,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,oak,scrf,8646,7785,90.04163775156142,7482.482142857143,1355.396815447236,3710.1418392374662,0.18114267292186084,1319.961916352876,3523.682441299099,0.1764069584332955,-0.004735714488565329,3049.6285714285727,3082.4017857142867,3165.676190476192,20543.799999999992,20700.378571428584,20890.37380952381,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,oak,scssl,8646,7785,90.04163775156142,5813.0,1778.5449708419999,4656.036106125869,0.3059599124104593,1749.5092497354267,4497.614220396594,0.3009649492061632,-0.004994963204296099,3049.6285714285727,3082.4017857142867,3165.676190476192,20543.799999999992,20700.378571428584,20890.37380952381,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,oak,vs,8646,7785,90.04163775156142,5559.857142857143,835.4364631017809,2295.403324056896,0.15026221746993668,828.566992900522,2212.079342046838,0.14902666950085186,-0.001235547969084816,3049.6285714285727,3082.4017857142867,3165.676190476192,20543.799999999992,20700.378571428584,20890.37380952381,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,oak,vsrev,8646,7785,90.04163775156142,6301.767857142858,875.8238897025514,2490.126753040894,0.13898066535564813,869.1781452486307,2375.2311276953465,0.137926081212821,-0.0010545841428271363,3049.6285714285727,3082.4017857142867,3165.676190476192,20543.799999999992,20700.378571428584,20890.37380952381,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,scrf,acti,8646,7786,90.05320379366181,5482.084523809524,1108.3081299158473,2861.5814527237517,0.20216910649631487,1084.78447806769,2794.2631105442197,0.19787810154263522,-0.00429100495367965,2173.057142857143,2240.4285714285716,2284.1428571428573,21896.314285714285,22264.971428571425,22305.611428571425,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,scrf,adept,8646,7786,90.05320379366181,1919.4027944454594,705.5958645862879,2064.566811062672,0.3676121899104267,690.6123668270617,1937.4546495475734,0.3598058567100235,-0.007806333200403193,2173.057142857143,2240.4285714285716,2284.1428571428573,21896.314285714285,22264.971428571425,22305.611428571425,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,scrf,oak,8646,7786,90.05320379366181,6887.578571428576,1209.161795914978,3195.4338901301985,0.17555687871654752,1189.606742900544,3118.060355335455,0.172717701956292,-0.002839176760255524,2173.057142857143,2240.4285714285716,2284.1428571428573,21896.314285714285,22264.971428571425,22305.611428571425,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,scrf,scssl,8646,7786,90.05320379366181,5813.0,1403.618921416057,3898.243244280834,0.24146205426046052,1356.8595263061836,3646.031563434555,0.23341811909619536,-0.008043935164265159,2173.057142857143,2240.4285714285716,2284.1428571428573,21896.314285714285,22264.971428571425,22305.611428571425,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,scrf,vs,8646,7786,90.05320379366181,5559.857142857143,1192.4101717562855,3230.2645943663515,0.21446777158441888,1166.9328054117725,3102.0762288665137,0.2098853937121305,-0.004582377872288379,2173.057142857143,2240.4285714285716,2284.1428571428573,21896.314285714285,22264.971428571425,22305.611428571425,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,scrf,vsrev,8646,7786,90.05320379366181,6301.767857142858,1328.8315171812812,3619.2432067374048,0.21086646593544256,1311.3434176397934,3515.5829933189502,0.20809135584920452,-0.002775110086238042,2173.057142857143,2240.4285714285716,2284.1428571428573,21896.314285714285,22264.971428571425,22305.611428571425,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,scssl,acti,8646,7774,89.91441128845709,5482.084523809524,1676.3209414177097,4221.565243170912,0.3057816664696054,1659.899128230943,4169.638137254131,0.30278612469795924,-0.002995541771646182,1873.3571428571427,1913.3380952380953,1950.571428571429,16908.399999999998,17009.14285714285,17089.571428571428,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,scssl,adept,8646,7774,89.91441128845709,1919.4027944454594,625.9699904424904,1823.2409305932547,0.32612747686623084,608.0971363744978,1682.7248252299767,0.31681580236012163,-0.009311674506109202,1873.3571428571427,1913.3380952380953,1950.571428571429,16908.399999999998,17009.14285714285,17089.571428571428,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,scssl,oak,8646,7774,89.91441128845709,6887.578571428576,2055.6308601870487,5276.881515269149,0.29845479639453076,2060.853016934138,5252.429057351961,0.29921299562128834,0.0007581992267575721,1873.3571428571427,1913.3380952380953,1950.571428571429,16908.399999999998,17009.14285714285,17089.571428571428,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,scssl,scrf,8646,7774,89.91441128845709,7482.482142857143,1828.0733497423196,4855.196574074074,0.2443137604394309,1811.1980554135027,4715.9498585494075,0.24205845344281798,-0.0022553069966129158,1873.3571428571427,1913.3380952380953,1950.571428571429,16908.399999999998,17009.14285714285,17089.571428571428,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,scssl,vs,8646,7774,89.91441128845709,5559.857142857143,1652.1665089535638,4295.808633139684,0.29715988495785983,1648.702027306427,4266.127365858764,0.2965367607375572,-0.0006231242203026399,1873.3571428571427,1913.3380952380953,1950.571428571429,16908.399999999998,17009.14285714285,17089.571428571428,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,scssl,vsrev,8646,7774,89.91441128845709,6301.767857142858,2087.5212808409747,5541.632423972441,0.33125962875240383,2087.287063554058,5437.8751451577555,0.33122246183476645,-3.7166917637387886e-05,1873.3571428571427,1913.3380952380953,1950.571428571429,16908.399999999998,17009.14285714285,17089.571428571428,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,vs,acti,8646,7778,89.96067545685867,5482.084523809524,1109.3857043001174,2924.1508017077836,0.20236566938760012,1076.1323855710198,2785.564838280241,0.1962998528930398,-0.006065816494560311,2516.7809523809524,2556.1142857142863,2636.2285714285713,16562.2,16673.914285714283,16784.399999999998,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,vs,adept,8646,7778,89.96067545685867,1919.4027944454594,696.5124139522036,2016.413982805419,0.3628797540400764,682.0701780917603,1865.7080805485728,0.35535541579161833,-0.007524338248458051,2516.7809523809524,2556.1142857142863,2636.2285714285713,16562.2,16673.914285714283,16784.399999999998,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,vs,oak,8646,7778,89.96067545685867,6887.578571428576,1035.8706375606585,2939.455885635505,0.1503969249596241,1002.6097986082419,2735.1679209064296,0.14556782012873462,-0.004829104830889469,2516.7809523809524,2556.1142857142863,2636.2285714285713,16562.2,16673.914285714283,16784.399999999998,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,vs,scrf,8646,7778,89.96067545685867,7482.482142857143,1665.6407459542916,4733.163202956966,0.22260537534918542,1600.6950626151613,4341.889229296684,0.21392567760996287,-0.008679697739222558,2516.7809523809524,2556.1142857142863,2636.2285714285713,16562.2,16673.914285714283,16784.399999999998,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,vs,scssl,8646,7778,89.96067545685867,5813.0,1778.0280086050452,4745.724665805646,0.30587098032084037,1712.163362686638,4479.032345192174,0.29454040300819506,-0.011330577312645307,2516.7809523809524,2556.1142857142863,2636.2285714285713,16562.2,16673.914285714283,16784.399999999998,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,vs,vsrev,8646,7778,89.96067545685867,6301.767857142858,788.7867107816195,2241.54659090909,0.1251691158200241,756.3552241918396,2053.672233877298,0.12002270495168027,-0.0051464108683438314,2516.7809523809524,2556.1142857142863,2636.2285714285713,16562.2,16673.914285714283,16784.399999999998,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,vsrev,acti,8646,7780,89.98380754105945,5482.084523809524,1190.5012844312082,2905.546023742759,0.21716215415152404,1182.5746742554522,2864.499683552084,0.21571624244743967,-0.0014459117040843683,1552.6000000000001,1574.25,1633.8857142857144,17332.371428571427,17580.285714285714,17636.666666666664,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,vsrev,adept,8646,7780,89.98380754105945,1919.4027944454594,721.9521783958032,2067.080210601424,0.37613375393901344,708.6852810267445,1934.916731894297,0.3692217616216887,-0.0069119923173247555,1552.6000000000001,1574.25,1633.8857142857144,17332.371428571427,17580.285714285714,17636.666666666664,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,vsrev,oak,8646,7780,89.98380754105945,6887.578571428576,947.2664773566945,2623.440664974324,0.13753258384393557,940.3433821814954,2521.8873327969873,0.1365274272270778,-0.0010051566168577664,1552.6000000000001,1574.25,1633.8857142857144,17332.371428571427,17580.285714285714,17636.666666666664,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,vsrev,scrf,8646,7780,89.98380754105945,7482.482142857143,1627.9782614801811,4600.7394429103715,0.21757195411876346,1586.0612289316964,4302.949142546176,0.21196993172189088,-0.005602022396872575,1552.6000000000001,1574.25,1633.8857142857144,17332.371428571427,17580.285714285714,17636.666666666664,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
whole_cohort_subject_grouped_5fold_oof,isotonic,vsrev,scssl,8646,7780,89.98380754105945,5813.0,1965.2107989004166,5140.690838835534,0.3380717011698635,1915.2152825105663,4958.509039925494,0.32947106184596014,-0.00860063932390337,1552.6000000000001,1574.25,1633.8857142857144,17332.371428571427,17580.285714285714,17636.666666666664,inclusive source P05-P95 derived from the training fold only,isotonic fit used the complete training fold without trimming,release-domain sensitivity; not a validated range or performance improvement test
