exposure,source_algorithm,target_algorithm,method,group_type,grid_definition,grid_role,curve_estimator,minimum_level_n,n_groups_compared,group_levels,group_ns,group_source_p05,group_source_p95,original_source_p05,original_source_p95,common_support_low,common_support_high,common_support_width,grid_n,grid_min,grid_max,pooled_observations_within_common_support,target_iqr,p95_between_subgroup_spread_predicted_target,p95_between_subgroup_spread_predicted_target_over_target_iqr,max_between_subgroup_spread_predicted_target,max_between_subgroup_spread_predicted_target_over_target_iqr,support_rule
daily_steps,scssl,scrf,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,2591.00833333|2810.42857143|1638.32142857,17694.5047619|17887.4285714|15685.5357143,1899.642857142857,17019.75,2810.4285714285716,15685.535714285714,12875.107142857141,101,1899.642857142857,17019.75,7294,7482.482142857143,1578.0241105214009,0.21089580708559383,1789.6726875522108,0.23918168508569732,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,scrf,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,2591.00833333|2810.42857143|1638.32142857,17694.5047619|17887.4285714|15685.5357143,1899.642857142857,17019.75,2810.4285714285716,15685.535714285714,12875.107142857141,101,2810.4285714285716,15685.535714285714,7294,7482.482142857143,1295.5086020965828,0.1731388832425466,1602.5092439967393,0.2141681347714958,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,vs,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,3659|3174.2|445.2,17360.7142857|18140.9714286|14868.0428571,1899.642857142857,17019.75,3659.0000000000005,14868.042857142857,11209.042857142857,101,1899.642857142857,17019.75,6802,5559.857142857143,2003.0072755292895,0.36026236359374664,2045.4232705445047,0.36789133569237475,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,vs,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,3659|3174.2|445.2,17360.7142857|18140.9714286|14868.0428571,1899.642857142857,17019.75,3659.0000000000005,14868.042857142857,11209.042857142857,101,3659.0000000000005,14868.042857142857,6802,5559.857142857143,2003.0072755292895,0.36026236359374664,2094.429008639743,0.3767055438340708,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,vs,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2276|1700.74285714,18489.5714286|15367.0857143,1899.642857142857,17019.75,2276.0,15367.085714285718,13091.085714285718,101,1899.642857142857,17019.75,7412,5559.857142857143,1053.89982773471,0.18955519910950872,1341.9457134425247,0.24136334423026473,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,vs,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2276|1700.74285714,18489.5714286|15367.0857143,1899.642857142857,17019.75,2276.0,15367.085714285718,13091.085714285718,101,2276.0,15367.085714285718,7412,5559.857142857143,1073.0550037441153,0.19300046317245578,1255.683876123875,0.22584822664680812,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,vs,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,2591.00833333|2810.42857143|1638.32142857,17694.5047619|17887.4285714|15685.5357143,1899.642857142857,17019.75,2810.4285714285716,15685.535714285714,12875.107142857141,101,1899.642857142857,17019.75,7294,5559.857142857143,851.8764869111328,0.1532191322587407,1005.8012032770098,0.18090414509465988,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,vs,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,2591.00833333|2810.42857143|1638.32142857,17694.5047619|17887.4285714|15685.5357143,1899.642857142857,17019.75,2810.4285714285716,15685.535714285714,12875.107142857141,101,2810.4285714285716,15685.535714285714,7294,5559.857142857143,714.7935028860011,0.12856328580390058,976.8854780206971,0.17570334145648345,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,vsrev,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,3659|3174.2|445.2,17360.7142857|18140.9714286|14868.0428571,1899.642857142857,17019.75,3659.0000000000005,14868.042857142857,11209.042857142857,101,1899.642857142857,17019.75,6802,6301.767857142858,3438.472090409601,0.5456361085266256,3457.8456654456695,0.5487104164788154,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,vsrev,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,3659|3174.2|445.2,17360.7142857|18140.9714286|14868.0428571,1899.642857142857,17019.75,3659.0000000000005,14868.042857142857,11209.042857142857,101,3659.0000000000005,14868.042857142857,6802,6301.767857142858,3427.1720289094865,0.5438429511529679,3438.3936494745267,0.545623661077457,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,vsrev,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2276|1700.74285714,18489.5714286|15367.0857143,1899.642857142857,17019.75,2276.0,15367.085714285718,13091.085714285718,101,1899.642857142857,17019.75,7412,6301.767857142858,1109.3608292762083,0.1760396216466118,1510.0798787214462,0.239627976300304,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,vsrev,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2276|1700.74285714,18489.5714286|15367.0857143,1899.642857142857,17019.75,2276.0,15367.085714285718,13091.085714285718,101,2276.0,15367.085714285718,7412,6301.767857142858,1103.5324674119156,0.17511474437464336,1211.6002626282125,0.19226355049796087,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,vsrev,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,2591.00833333|2810.42857143|1638.32142857,17694.5047619|17887.4285714|15685.5357143,1899.642857142857,17019.75,2810.4285714285716,15685.535714285714,12875.107142857141,101,1899.642857142857,17019.75,7294,6301.767857142858,1150.5891551349873,0.18258196449284153,1474.8395223268362,0.23403583815851794,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,vsrev,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,2591.00833333|2810.42857143|1638.32142857,17694.5047619|17887.4285714|15685.5357143,1899.642857142857,17019.75,2810.4285714285716,15685.535714285714,12875.107142857141,101,2810.4285714285716,15685.535714285714,7294,6301.767857142858,1112.6148776907994,0.17655599236802813,1347.64671885192,0.21385216805858762,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,acti,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,4909.36|4158.82857143|1322.83571429,17316.4285714|17548.8285714|14529.3,2596.107142857143,16671.428571428572,4909.36,14529.299999999992,9619.939999999991,101,2596.107142857143,16671.428571428572,6323,5482.084523809524,876.5497580332922,0.15989351390448353,1153.5302921168459,0.21041818802809203,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,acti,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,4909.36|4158.82857143|1322.83571429,17316.4285714|17548.8285714|14529.3,2596.107142857143,16671.428571428572,4909.36,14529.299999999992,9619.939999999991,101,4909.36,14529.299999999992,6323,5482.084523809524,782.6028405957004,0.142756434563666,1021.5438095238078,0.18634222166533335,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,acti,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2614.42857143|2542.54285714,17371|15887.9714286,2596.107142857143,16671.428571428572,2614.4285714285716,15887.97142857143,13273.54285714286,101,2596.107142857143,16671.428571428572,7619,5482.084523809524,635.7248627726913,0.11596407534609177,1007.3564783320762,0.18375427703768052,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,acti,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2614.42857143|2542.54285714,17371|15887.9714286,2596.107142857143,16671.428571428572,2614.4285714285716,15887.97142857143,13273.54285714286,101,2614.4285714285716,15887.97142857143,7619,5482.084523809524,635.7248627726913,0.11596407534609177,925.0154761904741,0.16873426014739315,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,acti,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,3137.23571429|2896.85714286|2406.32142857,17514.5071429|17092|15619.8214286,2596.107142857143,16671.428571428572,3137.2357142857145,15619.821428571428,12482.585714285713,101,2596.107142857143,16671.428571428572,7345,5482.084523809524,641.2629787947371,0.11697429618416767,1094.7444552179822,0.19969492452430113,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,acti,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,3137.23571429|2896.85714286|2406.32142857,17514.5071429|17092|15619.8214286,2596.107142857143,16671.428571428572,3137.2357142857145,15619.821428571428,12482.585714285713,101,3137.2357142857145,15619.821428571428,7345,5482.084523809524,671.8244862155389,0.12254909301337899,1094.7444552179822,0.19969492452430113,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,adept,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,4909.36|4158.82857143|1322.83571429,17316.4285714|17548.8285714|14529.3,2596.107142857143,16671.428571428572,4909.36,14529.299999999992,9619.939999999991,101,2596.107142857143,16671.428571428572,6323,1919.4027944454594,427.4734361214537,0.2227116879054854,572.3816497068419,0.2982081985934643,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,adept,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,4909.36|4158.82857143|1322.83571429,17316.4285714|17548.8285714|14529.3,2596.107142857143,16671.428571428572,4909.36,14529.299999999992,9619.939999999991,101,4909.36,14529.299999999992,6323,1919.4027944454594,427.4734361214537,0.2227116879054854,436.7226581743125,0.22753048992016675,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,adept,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2614.42857143|2542.54285714,17371|15887.9714286,2596.107142857143,16671.428571428572,2614.4285714285716,15887.97142857143,13273.54285714286,101,2596.107142857143,16671.428571428572,7619,1919.4027944454594,747.7377497304951,0.38956791763269594,983.4203795081594,0.5123574803340236,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,adept,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2614.42857143|2542.54285714,17371|15887.9714286,2596.107142857143,16671.428571428572,2614.4285714285716,15887.97142857143,13273.54285714286,101,2614.4285714285716,15887.97142857143,7619,1919.4027944454594,747.7377497304951,0.38956791763269594,747.7377497304951,0.38956791763269594,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,adept,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,3137.23571429|2896.85714286|2406.32142857,17514.5071429|17092|15619.8214286,2596.107142857143,16671.428571428572,3137.2357142857145,15619.821428571428,12482.585714285713,101,2596.107142857143,16671.428571428572,7345,1919.4027944454594,454.6634900607901,0.23687758055606473,611.1514826218736,0.31840710266259836,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,adept,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,3137.23571429|2896.85714286|2406.32142857,17514.5071429|17092|15619.8214286,2596.107142857143,16671.428571428572,3137.2357142857145,15619.821428571428,12482.585714285713,101,3137.2357142857145,15619.821428571428,7345,1919.4027944454594,452.7412801507944,0.2358761180618148,498.7691392958336,0.25985642030907563,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,oak,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,4909.36|4158.82857143|1322.83571429,17316.4285714|17548.8285714|14529.3,2596.107142857143,16671.428571428572,4909.36,14529.299999999992,9619.939999999991,101,2596.107142857143,16671.428571428572,6323,6887.578571428576,1589.5529007018013,0.23078544719557467,1790.720153223363,0.2599927005771992,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,oak,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,4909.36|4158.82857143|1322.83571429,17316.4285714|17548.8285714|14529.3,2596.107142857143,16671.428571428572,4909.36,14529.299999999992,9619.939999999991,101,4909.36,14529.299999999992,6323,6887.578571428576,1400.1263008849528,0.2032828063396666,1600.8314565553483,0.23242296838485496,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,oak,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2614.42857143|2542.54285714,17371|15887.9714286,2596.107142857143,16671.428571428572,2614.4285714285716,15887.97142857143,13273.54285714286,101,2596.107142857143,16671.428571428572,7619,6887.578571428576,572.1519660572558,0.08307011820245323,775.9069719369272,0.11265308466397557,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,oak,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2614.42857143|2542.54285714,17371|15887.9714286,2596.107142857143,16671.428571428572,2614.4285714285716,15887.97142857143,13273.54285714286,101,2614.4285714285716,15887.97142857143,7619,6887.578571428576,581.886909633422,0.08448352401339371,775.9069719369272,0.11265308466397557,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,oak,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,3137.23571429|2896.85714286|2406.32142857,17514.5071429|17092|15619.8214286,2596.107142857143,16671.428571428572,3137.2357142857145,15619.821428571428,12482.585714285713,101,2596.107142857143,16671.428571428572,7345,6887.578571428576,651.3851391727658,0.09457389595160144,1038.921538825758,0.15083988197760362,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,oak,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,3137.23571429|2896.85714286|2406.32142857,17514.5071429|17092|15619.8214286,2596.107142857143,16671.428571428572,3137.2357142857145,15619.821428571428,12482.585714285713,101,3137.2357142857145,15619.821428571428,7345,6887.578571428576,606.5456349206397,0.08806369736916614,1038.921538825758,0.15083988197760362,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,scrf,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,4909.36|4158.82857143|1322.83571429,17316.4285714|17548.8285714|14529.3,2596.107142857143,16671.428571428572,4909.36,14529.299999999992,9619.939999999991,101,2596.107142857143,16671.428571428572,6323,7482.482142857143,1965.426122448982,0.26267033919021093,2902.6421361900248,0.38792503353461627,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,scrf,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,4909.36|4158.82857143|1322.83571429,17316.4285714|17548.8285714|14529.3,2596.107142857143,16671.428571428572,4909.36,14529.299999999992,9619.939999999991,101,4909.36,14529.299999999992,6323,7482.482142857143,1719.174760841839,0.2297599550548853,1965.426122448982,0.26267033919021093,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,scrf,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2614.42857143|2542.54285714,17371|15887.9714286,2596.107142857143,16671.428571428572,2614.4285714285716,15887.97142857143,13273.54285714286,101,2596.107142857143,16671.428571428572,7619,7482.482142857143,1518.7987832006002,0.2029806091352268,2440.181483868615,0.3261192525795786,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,scrf,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2614.42857143|2542.54285714,17371|15887.9714286,2596.107142857143,16671.428571428572,2614.4285714285716,15887.97142857143,13273.54285714286,101,2614.4285714285716,15887.97142857143,7619,7482.482142857143,1093.2181623931629,0.14610367810055658,2440.181483868615,0.3261192525795786,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,scrf,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,3137.23571429|2896.85714286|2406.32142857,17514.5071429|17092|15619.8214286,2596.107142857143,16671.428571428572,3137.2357142857145,15619.821428571428,12482.585714285713,101,2596.107142857143,16671.428571428572,7345,7482.482142857143,1138.123555540371,0.15210508141697815,1771.5882647494327,0.23676478352048053,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,scrf,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,3137.23571429|2896.85714286|2406.32142857,17514.5071429|17092|15619.8214286,2596.107142857143,16671.428571428572,3137.2357142857145,15619.821428571428,12482.585714285713,101,3137.2357142857145,15619.821428571428,7345,7482.482142857143,1138.123555540371,0.15210508141697815,1771.5882647494327,0.23676478352048053,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,scssl,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,4909.36|4158.82857143|1322.83571429,17316.4285714|17548.8285714|14529.3,2596.107142857143,16671.428571428572,4909.36,14529.299999999992,9619.939999999991,101,2596.107142857143,16671.428571428572,6323,5813.0,1109.2311474424732,0.19081905168458166,1403.3725780458917,0.2414196762507985,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,scssl,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,4909.36|4158.82857143|1322.83571429,17316.4285714|17548.8285714|14529.3,2596.107142857143,16671.428571428572,4909.36,14529.299999999992,9619.939999999991,101,4909.36,14529.299999999992,6323,5813.0,1109.2311474424732,0.19081905168458166,1374.8536273949449,0.23651361214432218,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,scssl,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2614.42857143|2542.54285714,17371|15887.9714286,2596.107142857143,16671.428571428572,2614.4285714285716,15887.97142857143,13273.54285714286,101,2596.107142857143,16671.428571428572,7619,5813.0,2152.153286528286,0.3702310831805068,2476.113955026456,0.4259614579436532,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,scssl,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2614.42857143|2542.54285714,17371|15887.9714286,2596.107142857143,16671.428571428572,2614.4285714285716,15887.97142857143,13273.54285714286,101,2614.4285714285716,15887.97142857143,7619,5813.0,1699.669862216635,0.2923911684528875,1981.8642077587392,0.34093655732990524,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,scssl,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,3137.23571429|2896.85714286|2406.32142857,17514.5071429|17092|15619.8214286,2596.107142857143,16671.428571428572,3137.2357142857145,15619.821428571428,12482.585714285713,101,2596.107142857143,16671.428571428572,7345,5813.0,1050.889478957777,0.18078263873348996,1278.5231601731602,0.2199420540466472,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,scssl,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,3137.23571429|2896.85714286|2406.32142857,17514.5071429|17092|15619.8214286,2596.107142857143,16671.428571428572,3137.2357142857145,15619.821428571428,12482.585714285713,101,3137.2357142857145,15619.821428571428,7345,5813.0,950.682604580028,0.16354422924136042,1165.3939227680548,0.200480633540006,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,vsrev,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,4909.36|4158.82857143|1322.83571429,17316.4285714|17548.8285714|14529.3,2596.107142857143,16671.428571428572,4909.36,14529.299999999992,9619.939999999991,101,2596.107142857143,16671.428571428572,6323,6301.767857142858,1587.6637057387015,0.2519394147372684,1692.6084593837531,0.26859263904258773,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,vsrev,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,4909.36|4158.82857143|1322.83571429,17316.4285714|17548.8285714|14529.3,2596.107142857143,16671.428571428572,4909.36,14529.299999999992,9619.939999999991,101,4909.36,14529.299999999992,6323,6301.767857142858,1438.7874529172605,0.228314892825898,1692.6084593837531,0.26859263904258773,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,vsrev,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2614.42857143|2542.54285714,17371|15887.9714286,2596.107142857143,16671.428571428572,2614.4285714285716,15887.97142857143,13273.54285714286,101,2596.107142857143,16671.428571428572,7619,6301.767857142858,375.4653987910988,0.059580963199956725,692.8938997338046,0.10995230472484493,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,vsrev,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2614.42857143|2542.54285714,17371|15887.9714286,2596.107142857143,16671.428571428572,2614.4285714285716,15887.97142857143,13273.54285714286,101,2614.4285714285716,15887.97142857143,7619,6301.767857142858,333.1448708933949,0.05286530358553046,603.3287590931122,0.09573960399211752,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vs,vsrev,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,3137.23571429|2896.85714286|2406.32142857,17514.5071429|17092|15619.8214286,2596.107142857143,16671.428571428572,3137.2357142857145,15619.821428571428,12482.585714285713,101,2596.107142857143,16671.428571428572,7345,6301.767857142858,669.680329407749,0.10626864470240477,1010.1648343208253,0.16029864273337757,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vs,vsrev,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,3137.23571429|2896.85714286|2406.32142857,17514.5071429|17092|15619.8214286,2596.107142857143,16671.428571428572,3137.2357142857145,15619.821428571428,12482.585714285713,101,3137.2357142857145,15619.821428571428,7345,6301.767857142858,584.6280393217912,0.09277206850124343,930.8171767672375,0.1477073097372486,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vsrev,acti,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,4291.69142857|2992.7047619|605.7,18786.3714286|18385.5428571|14051.1785714,1584.392857142857,17553.839285714286,4291.691428571428,14051.178571428569,9759.48714285714,101,1584.392857142857,17553.839285714286,5843,5482.084523809524,1551.5038492063504,0.28301348555789935,1768.7233646094883,0.32263701096319375,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vsrev,acti,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,4291.69142857|2992.7047619|605.7,18786.3714286|18385.5428571|14051.1785714,1584.392857142857,17553.839285714286,4291.691428571428,14051.178571428569,9759.48714285714,101,4291.691428571428,14051.178571428569,5843,5482.084523809524,1330.4373854306596,0.24268822920412267,1478.5354497354501,0.26970314728164924,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vsrev,acti,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,1626.71428571|1572.28571429,18337.3333333|16644.0571429,1584.392857142857,17553.839285714286,1626.7142857142858,16644.05714285715,15017.342857142863,101,1584.392857142857,17553.839285714286,7628,5482.084523809524,975.8217241033817,0.17800194795706634,1223.913684075782,0.22325698897201224,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,vsrev,acti,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,1626.71428571|1572.28571429,18337.3333333|16644.0571429,1584.392857142857,17553.839285714286,1626.7142857142858,16644.05714285715,15017.342857142863,101,1626.7142857142858,16644.05714285715,7628,5482.084523809524,773.7763932022099,0.14114638142509142,1223.913684075782,0.22325698897201224,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,vsrev,acti,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,1994.12142857|1793.71428571|1469.69285714,18698.05|18111.7142857|16347.1428571,1584.392857142857,17553.839285714286,1994.121428571429,16347.142857142857,14353.021428571428,101,1584.392857142857,17553.839285714286,7400,5482.084523809524,806.9774101382463,0.14720265742591546,954.8475972706146,0.1741760078896206,pooled source P05-P95; may extend beyond a subgroup's own support
