exposure,source_algorithm,target_algorithm,method,group_type,grid_definition,grid_role,curve_estimator,minimum_level_n,n_groups_compared,group_levels,group_ns,group_source_p05,group_source_p95,original_source_p05,original_source_p95,common_support_low,common_support_high,common_support_width,grid_n,grid_min,grid_max,pooled_observations_within_common_support,target_iqr,p95_between_subgroup_spread_predicted_target,p95_between_subgroup_spread_predicted_target_over_target_iqr,max_between_subgroup_spread_predicted_target,max_between_subgroup_spread_predicted_target_over_target_iqr,support_rule
daily_steps,scrf,acti,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2535.2|2019.65714286,23588.4285714|20473.7714286,2237.285714285714,22023.285714285714,2535.2,20473.771428571432,17938.57142857143,101,2535.2,20473.771428571432,7538,5482.084523809524,805.2686704168827,0.14689096217314396,1254.971052654665,0.22892223700749878,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,acti,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,2836.14761905|2880.42857143|2048.44642857,23160.9785714|22858.2857143|20504.9285714,2237.285714285714,22023.285714285714,2880.4285714285716,20504.928571428572,17624.5,101,2237.285714285714,22023.285714285714,7418,5482.084523809524,735.1533226253459,0.13410105579957105,1079.2193285525736,0.19686294946116947,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,acti,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,2836.14761905|2880.42857143|2048.44642857,23160.9785714|22858.2857143|20504.9285714,2237.285714285714,22023.285714285714,2880.4285714285716,20504.928571428572,17624.5,101,2880.4285714285716,20504.928571428572,7418,5482.084523809524,641.526000542668,0.11702227460310459,1132.102055261611,0.206509412677736,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,adept,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,5517.94285714|4415.93333333|773.857142857,23419.3714286|23334.7428571|17732.3928571,2237.285714285714,22023.285714285714,5517.942857142857,17732.392857142848,12214.44999999999,101,2237.285714285714,22023.285714285714,6104,1919.4027944454594,717.714833856714,0.37392611698477346,776.5477345287545,0.4045777867865975,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,adept,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,5517.94285714|4415.93333333|773.857142857,23419.3714286|23334.7428571|17732.3928571,2237.285714285714,22023.285714285714,5517.942857142857,17732.392857142848,12214.44999999999,101,5517.942857142857,17732.392857142848,6104,1919.4027944454594,414.9544326577984,0.21618934486217842,607.4510791600542,0.31647920953223097,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,adept,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2535.2|2019.65714286,23588.4285714|20473.7714286,2237.285714285714,22023.285714285714,2535.2,20473.771428571432,17938.57142857143,101,2237.285714285714,22023.285714285714,7538,1919.4027944454594,573.1730732040141,0.29862052658395305,760.8639447147284,0.39640660465671146,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,adept,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2535.2|2019.65714286,23588.4285714|20473.7714286,2237.285714285714,22023.285714285714,2535.2,20473.771428571432,17938.57142857143,101,2535.2,20473.771428571432,7538,1919.4027944454594,535.9623848711617,0.2792339296484187,678.051782627781,0.3532618502953045,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,adept,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,2836.14761905|2880.42857143|2048.44642857,23160.9785714|22858.2857143|20504.9285714,2237.285714285714,22023.285714285714,2880.4285714285716,20504.928571428572,17624.5,101,2237.285714285714,22023.285714285714,7418,1919.4027944454594,639.3399947463768,0.3330931874208771,812.8360646393899,0.4234838393440126,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,adept,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,2836.14761905|2880.42857143|2048.44642857,23160.9785714|22858.2857143|20504.9285714,2237.285714285714,22023.285714285714,2880.4285714285716,20504.928571428572,17624.5,101,2880.4285714285716,20504.928571428572,7418,1919.4027944454594,640.9208737271201,0.3339168180758487,812.8360646393899,0.4234838393440126,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,oak,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,5517.94285714|4415.93333333|773.857142857,23419.3714286|23334.7428571|17732.3928571,2237.285714285714,22023.285714285714,5517.942857142857,17732.392857142848,12214.44999999999,101,2237.285714285714,22023.285714285714,6104,6887.578571428576,990.8858076187462,0.1438656266992281,1312.9790257867226,0.19062998877911794,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,oak,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,5517.94285714|4415.93333333|773.857142857,23419.3714286|23334.7428571|17732.3928571,2237.285714285714,22023.285714285714,5517.942857142857,17732.392857142848,12214.44999999999,101,5517.942857142857,17732.392857142848,6104,6887.578571428576,990.8858076187462,0.1438656266992281,1312.9790257867226,0.19062998877911794,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,oak,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2535.2|2019.65714286,23588.4285714|20473.7714286,2237.285714285714,22023.285714285714,2535.2,20473.771428571432,17938.57142857143,101,2237.285714285714,22023.285714285714,7538,6887.578571428576,913.1349623236765,0.1325770665051419,1269.327656033288,0.18429229414511236,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,oak,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2535.2|2019.65714286,23588.4285714|20473.7714286,2237.285714285714,22023.285714285714,2535.2,20473.771428571432,17938.57142857143,101,2535.2,20473.771428571432,7538,6887.578571428576,898.3066438722799,0.13042415916657327,1269.327656033288,0.18429229414511236,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,oak,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,2836.14761905|2880.42857143|2048.44642857,23160.9785714|22858.2857143|20504.9285714,2237.285714285714,22023.285714285714,2880.4285714285716,20504.928571428572,17624.5,101,2237.285714285714,22023.285714285714,7418,6887.578571428576,1009.8253333333341,0.14661543572400698,1415.714465500485,0.20554603491177986,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,oak,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,2836.14761905|2880.42857143|2048.44642857,23160.9785714|22858.2857143|20504.9285714,2237.285714285714,22023.285714285714,2880.4285714285716,20504.928571428572,17624.5,101,2880.4285714285716,20504.928571428572,7418,6887.578571428576,866.7446662675393,0.12584171015674742,1302.4731540020293,0.18910465274472782,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,scssl,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,5517.94285714|4415.93333333|773.857142857,23419.3714286|23334.7428571|17732.3928571,2237.285714285714,22023.285714285714,5517.942857142857,17732.392857142848,12214.44999999999,101,2237.285714285714,22023.285714285714,6104,5813.0,2110.6091666666653,0.3630843224955557,2379.5603061224465,0.40935150630009404,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,scssl,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,5517.94285714|4415.93333333|773.857142857,23419.3714286|23334.7428571|17732.3928571,2237.285714285714,22023.285714285714,5517.942857142857,17732.392857142848,12214.44999999999,101,5517.942857142857,17732.392857142848,6104,5813.0,1612.7927782707302,0.2774458589834389,1801.4527310924368,0.30990069346162685,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,scssl,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2535.2|2019.65714286,23588.4285714|20473.7714286,2237.285714285714,22023.285714285714,2535.2,20473.771428571432,17938.57142857143,101,2237.285714285714,22023.285714285714,7538,5813.0,1781.0004793079243,0.3063823291429424,1883.0410998877687,0.32393619471662977,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,scssl,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2535.2|2019.65714286,23588.4285714|20473.7714286,2237.285714285714,22023.285714285714,2535.2,20473.771428571432,17938.57142857143,101,2535.2,20473.771428571432,7538,5813.0,1547.238939393943,0.2661687492506353,1883.0410998877687,0.32393619471662977,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,scssl,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,2836.14761905|2880.42857143|2048.44642857,23160.9785714|22858.2857143|20504.9285714,2237.285714285714,22023.285714285714,2880.4285714285716,20504.928571428572,17624.5,101,2237.285714285714,22023.285714285714,7418,5813.0,1199.2026694288852,0.20629669179922333,1487.5837495524538,0.25590637356828727,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,scssl,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,2836.14761905|2880.42857143|2048.44642857,23160.9785714|22858.2857143|20504.9285714,2237.285714285714,22023.285714285714,2880.4285714285716,20504.928571428572,17624.5,101,2880.4285714285716,20504.928571428572,7418,5813.0,1169.0959986169455,0.20111749503129975,1229.7719738689138,0.2115554746032881,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,vs,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,5517.94285714|4415.93333333|773.857142857,23419.3714286|23334.7428571|17732.3928571,2237.285714285714,22023.285714285714,5517.942857142857,17732.392857142848,12214.44999999999,101,2237.285714285714,22023.285714285714,6104,5559.857142857143,852.9111152343812,0.15340522127086173,1308.5791166321596,0.23536200355674908,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,vs,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,5517.94285714|4415.93333333|773.857142857,23419.3714286|23334.7428571|17732.3928571,2237.285714285714,22023.285714285714,5517.942857142857,17732.392857142848,12214.44999999999,101,5517.942857142857,17732.392857142848,6104,5559.857142857143,667.2961191447266,0.12002037138706252,1014.0743496672712,0.1823921592967676,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,vs,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2535.2|2019.65714286,23588.4285714|20473.7714286,2237.285714285714,22023.285714285714,2535.2,20473.771428571432,17938.57142857143,101,2237.285714285714,22023.285714285714,7538,5559.857142857143,817.2450386904766,0.14699029447913192,967.0102917401532,0.17392718317996536,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,vs,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2535.2|2019.65714286,23588.4285714|20473.7714286,2237.285714285714,22023.285714285714,2535.2,20473.771428571432,17938.57142857143,101,2535.2,20473.771428571432,7538,5559.857142857143,703.0109343737477,0.1264440643545886,913.5064303751806,0.16430393927455134,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,vs,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,2836.14761905|2880.42857143|2048.44642857,23160.9785714|22858.2857143|20504.9285714,2237.285714285714,22023.285714285714,2880.4285714285716,20504.928571428572,17624.5,101,2237.285714285714,22023.285714285714,7418,5559.857142857143,989.5059442083457,0.1779732677987209,1059.0883699633705,0.19048841413560455,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,vs,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,2836.14761905|2880.42857143|2048.44642857,23160.9785714|22858.2857143|20504.9285714,2237.285714285714,22023.285714285714,2880.4285714285716,20504.928571428572,17624.5,101,2880.4285714285716,20504.928571428572,7418,5559.857142857143,1037.4797208538585,0.18660186659413164,1059.0883699633705,0.19048841413560455,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,vsrev,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,5517.94285714|4415.93333333|773.857142857,23419.3714286|23334.7428571|17732.3928571,2237.285714285714,22023.285714285714,5517.942857142857,17732.392857142848,12214.44999999999,101,2237.285714285714,22023.285714285714,6104,6301.767857142858,1210.8733428172072,0.1921481987700832,1490.74693758359,0.23656011636383506,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,vsrev,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,5517.94285714|4415.93333333|773.857142857,23419.3714286|23334.7428571|17732.3928571,2237.285714285714,22023.285714285714,5517.942857142857,17732.392857142848,12214.44999999999,101,5517.942857142857,17732.392857142848,6104,6301.767857142858,1247.9934523809534,0.19803862672700512,1500.6706785714287,0.23813487145047166,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,vsrev,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2535.2|2019.65714286,23588.4285714|20473.7714286,2237.285714285714,22023.285714285714,2535.2,20473.771428571432,17938.57142857143,101,2237.285714285714,22023.285714285714,7538,6301.767857142858,697.0591917674647,0.11061327671367166,1043.2678571428587,0.16555161675153537,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,vsrev,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2535.2|2019.65714286,23588.4285714|20473.7714286,2237.285714285714,22023.285714285714,2535.2,20473.771428571432,17938.57142857143,101,2535.2,20473.771428571432,7538,6301.767857142858,669.7549036281198,0.1062804785595162,935.1891748090766,0.1484010829991252,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scrf,vsrev,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,2836.14761905|2880.42857143|2048.44642857,23160.9785714|22858.2857143|20504.9285714,2237.285714285714,22023.285714285714,2880.4285714285716,20504.928571428572,17624.5,101,2237.285714285714,22023.285714285714,7418,6301.767857142858,1117.357689742561,0.17730860848453356,1473.4801132011034,0.23382011946551784,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scrf,vsrev,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,2836.14761905|2880.42857143|2048.44642857,23160.9785714|22858.2857143|20504.9285714,2237.285714285714,22023.285714285714,2880.4285714285716,20504.928571428572,17624.5,101,2880.4285714285716,20504.928571428572,7418,6301.767857142858,1059.8880630630647,0.168189004592055,1477.8981821106809,0.2345212035120477,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,acti,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,3659|3174.2|445.2,17360.7142857|18140.9714286|14868.0428571,1899.642857142857,17019.75,3659.0000000000005,14868.042857142857,11209.042857142857,101,1899.642857142857,17019.75,6802,5482.084523809524,1963.1071946533011,0.35809502500868584,1963.1071946533011,0.35809502500868584,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,acti,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,3659|3174.2|445.2,17360.7142857|18140.9714286|14868.0428571,1899.642857142857,17019.75,3659.0000000000005,14868.042857142857,11209.042857142857,101,3659.0000000000005,14868.042857142857,6802,5482.084523809524,1408.9981361607133,0.257018681496285,1678.471622369877,0.3061739772672275,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,acti,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2276|1700.74285714,18489.5714286|15367.0857143,1899.642857142857,17019.75,2276.0,15367.085714285718,13091.085714285718,101,1899.642857142857,17019.75,7412,5482.084523809524,1230.6170701824813,0.22447976948143078,1428.0486561969356,0.260493731899737,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,acti,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2276|1700.74285714,18489.5714286|15367.0857143,1899.642857142857,17019.75,2276.0,15367.085714285718,13091.085714285718,101,2276.0,15367.085714285718,7412,5482.084523809524,1230.6170701824813,0.22447976948143078,1678.598938540934,0.3061972013110203,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,acti,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,2591.00833333|2810.42857143|1638.32142857,17694.5047619|17887.4285714|15685.5357143,1899.642857142857,17019.75,2810.4285714285716,15685.535714285714,12875.107142857141,101,1899.642857142857,17019.75,7294,5482.084523809524,836.6160714285716,0.15260911571046035,1110.2942474484844,0.20253139889148153,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,acti,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,2591.00833333|2810.42857143|1638.32142857,17694.5047619|17887.4285714|15685.5357143,1899.642857142857,17019.75,2810.4285714285716,15685.535714285714,12875.107142857141,101,2810.4285714285716,15685.535714285714,7294,5482.084523809524,836.6160714285716,0.15260911571046035,1220.7180429979371,0.22267406452712896,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,adept,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,3659|3174.2|445.2,17360.7142857|18140.9714286|14868.0428571,1899.642857142857,17019.75,3659.0000000000005,14868.042857142857,11209.042857142857,101,1899.642857142857,17019.75,6802,1919.4027944454594,548.5171896013499,0.28577492498640633,604.7544696040209,0.31507428839538726,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,adept,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,3659|3174.2|445.2,17360.7142857|18140.9714286|14868.0428571,1899.642857142857,17019.75,3659.0000000000005,14868.042857142857,11209.042857142857,101,3659.0000000000005,14868.042857142857,6802,1919.4027944454594,546.096642754092,0.2845138312471127,604.7544696040209,0.31507428839538726,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,adept,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2276|1700.74285714,18489.5714286|15367.0857143,1899.642857142857,17019.75,2276.0,15367.085714285718,13091.085714285718,101,1899.642857142857,17019.75,7412,1919.4027944454594,365.3621593318444,0.1903519992724624,449.7781796084205,0.2343323563506467,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,adept,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2276|1700.74285714,18489.5714286|15367.0857143,1899.642857142857,17019.75,2276.0,15367.085714285718,13091.085714285718,101,2276.0,15367.085714285718,7412,1919.4027944454594,433.15355462455454,0.2256710034381805,499.3813111774457,0.26017535903490413,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,adept,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,2591.00833333|2810.42857143|1638.32142857,17694.5047619|17887.4285714|15685.5357143,1899.642857142857,17019.75,2810.4285714285716,15685.535714285714,12875.107142857141,101,1899.642857142857,17019.75,7294,1919.4027944454594,502.7428667589588,0.2619267139830375,573.7680635115203,0.2989305137889462,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,adept,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,2591.00833333|2810.42857143|1638.32142857,17694.5047619|17887.4285714|15685.5357143,1899.642857142857,17019.75,2810.4285714285716,15685.535714285714,12875.107142857141,101,2810.4285714285716,15685.535714285714,7294,1919.4027944454594,330.3875096521351,0.17213036815838773,502.7428667589588,0.2619267139830375,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,oak,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,3659|3174.2|445.2,17360.7142857|18140.9714286|14868.0428571,1899.642857142857,17019.75,3659.0000000000005,14868.042857142857,11209.042857142857,101,1899.642857142857,17019.75,6802,6887.578571428576,3293.413220363618,0.47816706353456817,3750.963560818942,0.5445982970530298,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,oak,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,3659|3174.2|445.2,17360.7142857|18140.9714286|14868.0428571,1899.642857142857,17019.75,3659.0000000000005,14868.042857142857,11209.042857142857,101,3659.0000000000005,14868.042857142857,6802,6887.578571428576,2930.7119425770297,0.4255068616907496,3049.2852126190774,0.44272238508730577,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,oak,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2276|1700.74285714,18489.5714286|15367.0857143,1899.642857142857,17019.75,2276.0,15367.085714285718,13091.085714285718,101,1899.642857142857,17019.75,7412,6887.578571428576,1439.4526261266828,0.20899255249121915,1826.9352582174251,0.2652507320636626,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,oak,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2276|1700.74285714,18489.5714286|15367.0857143,1899.642857142857,17019.75,2276.0,15367.085714285718,13091.085714285718,101,2276.0,15367.085714285718,7412,6887.578571428576,1463.7884772696943,0.21252584810311428,1685.9994934500528,0.24478842251528088,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,oak,isotonic,bmi_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,<25|25-<30|>=30,2572|2741|3246,2591.00833333|2810.42857143|1638.32142857,17694.5047619|17887.4285714|15685.5357143,1899.642857142857,17019.75,2810.4285714285716,15685.535714285714,12875.107142857141,101,1899.642857142857,17019.75,7294,6887.578571428576,1115.7623403275934,0.161996313908644,1352.7874241689142,0.19640972660270184,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,oak,isotonic,bmi_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,<25|25-<30|>=30,2572|2741|3246,2591.00833333|2810.42857143|1638.32142857,17694.5047619|17887.4285714|15685.5357143,1899.642857142857,17019.75,2810.4285714285716,15685.535714285714,12875.107142857141,101,2810.4285714285716,15685.535714285714,7294,6887.578571428576,1101.561923160937,0.1599345708708857,1453.8889297895912,0.2110885436313847,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,scrf,isotonic,age_group,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,3,20-39|40-59|60+,2757|2949|2940,3659|3174.2|445.2,17360.7142857|18140.9714286|14868.0428571,1899.642857142857,17019.75,3659.0000000000005,14868.042857142857,11209.042857142857,101,1899.642857142857,17019.75,6802,7482.482142857143,2896.0240901360594,0.3870405615201681,4293.887050092773,0.5738586431765512,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,scrf,isotonic,age_group,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,3,20-39|40-59|60+,2757|2949|2940,3659|3174.2|445.2,17360.7142857|18140.9714286|14868.0428571,1899.642857142857,17019.75,3659.0000000000005,14868.042857142857,11209.042857142857,101,3659.0000000000005,14868.042857142857,6802,7482.482142857143,2753.8023262846928,0.3680332640571019,2768.9928059249596,0.3700634031673927,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
daily_steps,scssl,scrf,isotonic,sex,original_grid_stage3,complete_sample_reference,full-resample subgroup isotonic; complete-sample reference,200,2,male|female,4161|4485,2276|1700.74285714,18489.5714286|15367.0857143,1899.642857142857,17019.75,2276.0,15367.085714285718,13091.085714285718,101,1899.642857142857,17019.75,7412,7482.482142857143,1067.6664710884397,0.14268880976984963,1480.7905582922813,0.197900981254711,pooled source P05-P95; may extend beyond a subgroup's own support
daily_steps,scssl,scrf,isotonic,sex,common_support_linear,common_support_linear,full-resample subgroup isotonic; same fitted subgroup curve as original-grid H,200,2,male|female,4161|4485,2276|1700.74285714,18489.5714286|15367.0857143,1899.642857142857,17019.75,2276.0,15367.085714285718,13091.085714285718,101,2276.0,15367.085714285718,7412,7482.482142857143,1082.869540932811,0.14472063150415,1480.7905582922813,0.197900981254711,intersection of eligible subgroup source P05-P95; 101-point equally spaced grid
