exposure,source_algorithm,target_algorithm,method,group_type,group_level,source_input,predicted_target_full_sample,predicted_target_subgroup,subgroup_minus_full,subgroup_minus_full_over_target_iqr,target_iqr
daily_steps,acti,adept,isotonic,age_group,20-39,12434.459642857144,2608.3851843376515,2647.627468540386,39.24228420273448,0.0204450490101907,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,12575.008571428572,2608.3851843376515,2647.627468540386,39.24228420273448,0.0204450490101907,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,12715.5575,2704.4803302952055,2661.194429278218,-43.28590101698728,-0.0225517547136285,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,12856.10642857143,2715.4180583923808,2795.409623747825,79.99156535544444,0.0416752364782062,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,12996.655357142858,2809.010659209229,2795.409623747825,-13.601035461403626,-0.0070860767217613,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,13137.204285714286,2809.010659209229,2795.409623747825,-13.601035461403626,-0.0070860767217613,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,13277.753214285716,2809.010659209229,2795.409623747825,-13.601035461403626,-0.0070860767217613,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,13418.302142857145,2809.010659209229,2805.7458427691413,-3.264816440087543,-0.001700954301794,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,13558.851071428571,2894.630233428219,2842.1139910127476,-52.516242415471424,-0.0273607199944939,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,13699.4,2894.630233428219,2842.1139910127476,-52.516242415471424,-0.0273607199944939,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,13839.94892857143,2980.7436828477803,2842.1139910127476,-138.62969183503265,-0.0722254298244285,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,13980.497857142858,2980.7436828477803,3076.3877741435786,95.64409129579826,0.049830130274157,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,14121.046785714288,3261.096052715481,3157.0643636299997,-104.0316890854815,-0.0542000300231602,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,14261.595714285717,3303.179412129909,3319.9747448644166,16.79533273450761,0.0087502908629243,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,14402.144642857143,3303.179412129909,3319.9747448644166,16.79533273450761,0.0087502908629243,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,14542.693571428572,3303.179412129909,3319.9747448644166,16.79533273450761,0.0087502908629243,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,14683.2425,3303.179412129909,3319.9747448644166,16.79533273450761,0.0087502908629243,1919.4027944454592
daily_steps,acti,adept,isotonic,age_group,20-39,14823.791428571429,3303.179412129909,3319.9747448644166,16.79533273450761,0.0087502908629243,1919.4027944454592
